% 1. Title: Premiership Data 2013 Season With 3 Bokies And Match Rating

% 2. Source: http://www.football-data.co.uk/data.php



@relation Premiership2013
@attribute 'HomeTeam' { Arsenal, AstonVilla, Birmingham, Blackburn, Blackpool, Bolton, Bradford, Burnley, Charlton, Chelsea, Coventry, CrystalPalace, Derby, Everton, Fulham, Hull, Ipswich, Leeds, Leicester, Liverpool, ManCity, ManUnited, Middlesbrough, Newcastle, Norwich, NottinghamForest, Portsmouth, QPR, Reading, Southampton, Stoke, Sunderland, Swansea, Tottenham, WestBrom, WestHam, Wigan, Wolves }
@attribute 'AwayTeam' { Arsenal, AstonVilla, Birmingham, Blackburn, Blackpool, Bolton, Bradford, Burnley, Charlton, Chelsea, Coventry, CrystalPalace, Derby, Everton, Fulham, Hull, Ipswich, Leeds, Leicester, Liverpool, ManCity, ManUnited, Middlesbrough, Newcastle, Norwich, NottinghamForest, Portsmouth, QPR, Reading, Southampton, Stoke, Sunderland, Swansea, Tottenham, WestBrom, WestHam, Wigan, Wolves }
@attribute 'FullTimeHomeTeamGoals' numeric
@attribute 'FullTimeAwayTeamGoals' numeric
@attribute 'HalfTimeHomeTeamGoals' numeric
@attribute 'HalfTimeAwayTeamGoals' numeric
@attribute 'HomeTeamShots' numeric
@attribute 'AwayTeamShots' numeric
@attribute 'HomeTeamShotsOnTarget' numeric
@attribute 'AwayTeamShotsOnTarget' numeric
@attribute 'HomeTeamFoulsCommitted' numeric
@attribute 'AwayTeamFoulsCommitted' numeric
@attribute 'HomeTeamCorners' numeric
@attribute 'AwayTeamCorners' numeric
@attribute 'HomeTeamYellowCards' numeric
@attribute 'AwayTeamYellowCards' numeric
@attribute 'HomeTeamRedCards' numeric
@attribute 'AwayTeamRedCards' numeric
@attribute 'Bet365HomeWinOdds' numeric
@attribute 'Bet365DrawOdds' numeric
@attribute 'Bet365AwayWinOdds' numeric
@attribute 'LadbrooksHomeWinOdds' numeric
@attribute 'LadbrooksDrawOdds' numeric
@attribute 'LadbrooksAwayWinOdds' numeric
@attribute 'WilliamHillHomeWinOdds' numeric
@attribute 'WilliamHillDrawOdds' numeric
@attribute 'WilliamHillAwayWinOdds' numeric
@attribute 'MatchRating' numeric
@attribute 'HomeWinFairOdds' numeric
@attribute 'DrawFairOdds' numeric
@attribute 'AwayWinFairOdds' numeric
@attribute 'LeagueScoreDelta' numeric
@attribute 'class' { D,H,A }
@data
Newcastle,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.25,3.25,3.3,2.25,3.25,3.2,2.38,3.2,3,9,1.65,4.09,6.83,12,H
QPR,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10,5,1.33,9,5,1.33,8,4.5,1.4,-20,6.55,4.3,1.64,-16,A
Bolton,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.4,3.3,3,2.38,3.3,3,2.5,3.2,2.8,-2,2.31,3.34,3.8,-6,H
Fulham,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.25,3.3,2.25,3.25,3.3,2.2,3.2,3.2,2.3,-5,2.59,3.31,3.25,-9,A
Wolves,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.91,3.3,4.33,1.83,3.4,4.5,2,3.1,4.2,1,2.08,3.43,4.46,3,H
Everton,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.57,3.75,6.5,1.57,3.6,6.5,1.62,3.8,5.5,-2,2.31,3.34,3.8,-1,H
ManCity,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.3,5.5,10,1.3,5.5,9,1.3,5.5,9.5,10,1.61,4.24,7.17,6,H
Norwich,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.5,3.6,1.67,5.5,3.5,1.67,5.5,3.4,1.7,-10,3.24,3.4,2.54,-6,A
Stoke,QPR,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.83,3.5,4.5,1.8,3.5,4.5,1.75,3.6,4.75,-1,2.23,3.36,4.01,0,A
Sunderland,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.3,3.25,3.2,2.3,3.25,3.1,2.38,3.25,3,-3,2.39,3.32,3.61,0,D
Swansea,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6.5,4.2,1.5,6.5,4,1.5,8,4,1.44,0,2.15,3.39,4.23,-13,A
WestBrom,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.4,3.8,2,3.3,3.75,2,3.4,3.75,2,2.02,3.47,4.71,2,H
Wigan,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,3.25,2.88,2.5,3.3,2.8,2.45,3.3,2.9,-2,2.31,3.34,3.8,-1,D
Chelsea,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.83,3.5,4.5,1.83,3.4,4.5,1.91,3.1,4.5,2,2.02,3.47,4.71,3,A
Tottenham,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.57,4,6,1.5,4.2,6.5,1.55,4.33,5.5,8,1.7,3.96,6.49,7,H
Arsenal,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.44,4.2,8,1.44,4.33,7,1.5,4.2,6.5,6,1.79,3.75,5.84,11,D
Bolton,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.1,3.25,2.38,2.88,3.4,2.38,2.9,3.4,2.38,1,2.08,3.43,4.46,-4,A
Chelsea,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.22,6,15,1.2,6.5,13,1.25,6,11,7,1.74,3.85,6.16,11,H
ManUnited,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.4,4.5,8.5,1.33,5,9,1.4,4.75,7.5,-3,2.39,3.32,3.61,4,D
Norwich,QPR,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.4,3.5,2.25,3.5,3,2.15,3.5,3.25,5,1.84,3.67,5.54,-2,H
Stoke,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.83,3.5,4.5,1.8,3.5,4.5,1.8,3.5,4.5,-4,2.49,3.32,3.42,5,H
Sunderland,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.67,3.6,5.5,1.73,3.5,5,1.7,3.75,4.8,9,1.65,4.09,6.83,5,A
WestBrom,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4,3.6,1.91,4,3.4,1.91,4,3.75,1.85,-9,3.08,3.37,2.67,-11,A
Liverpool,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.75,3.2,2.63,2.88,3.3,2.4,2.8,3.4,2.45,-12,3.6,3.49,2.31,-12,D
Swansea,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.25,3.4,2.25,3.5,3,2.25,3.3,3.2,4,1.9,3.59,5.25,-2,D
AstonVilla,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5,3.6,1.73,5,3.75,1.67,5,3.4,1.75,-3,2.39,3.32,3.61,-14,A
Blackburn,Swansea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.4,3.5,2.2,3.4,3.2,2.25,3.25,3.25,-3,2.39,3.32,3.61,-7,H
ManCity,Norwich,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.17,7,17,1.17,7,15,1.2,6,15,12,1.53,4.61,7.86,19,H
Newcastle,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.5,3.4,2.1,3.75,3.4,2,3.5,3.2,2.15,0,2.15,3.39,4.23,1,A
QPR,WestBrom,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.25,3.3,3.25,2.25,3.3,3.2,2.3,3.2,3.2,1,2.08,3.43,4.46,1,D
Tottenham,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.3,5,12,1.29,5.5,10,1.33,4.8,9,9,1.65,4.09,6.83,19,H
Wigan,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6,4,1.57,6,3.75,1.57,6,3.8,1.57,-15,4.33,3.69,2.02,-14,A
Everton,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.67,3.6,5.5,1.73,3.5,5,1.73,3.5,5,7,1.74,3.85,6.16,1,A
Wolves,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.4,3.3,3,2.3,3.4,3,2.38,3.25,3,-5,2.59,3.31,3.25,0,H
Fulham,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.5,3.4,2.1,3.4,3.4,2.1,3.3,3.2,2.25,-7,2.81,3.33,2.94,-11,H
Arsenal,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.53,4,6.5,1.53,3.75,7,1.53,3.8,5.5,10,1.61,4.24,7.17,10,H
Bolton,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,3.3,2.88,2.6,3.4,2.6,2.4,3.2,2.7,-2,2.31,3.34,3.8,-7,A
Liverpool,QPR,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.33,5,10,1.33,4.5,11,1.3,4.5,9.5,4,1.9,3.59,5.25,7,H
ManUnited,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.22,6,15,1.22,6,13,1.2,6,11,2,2.02,3.47,4.71,19,H
Norwich,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.4,3.4,2.88,2.38,3.3,2.9,2.38,3.3,2.7,-4,2.49,3.32,3.42,-10,H
Swansea,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.63,3.25,2.75,2.5,3.25,2.8,2.5,3.1,2.7,0,2.15,3.39,4.23,-1,H
WestBrom,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.67,3.8,5.25,1.73,3.5,5,1.67,3.5,4.8,3,1.96,3.53,4.97,6,A
Stoke,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.75,3.5,2,3.4,3.4,2.1,3.4,3.3,2,-19,5.94,4.14,1.71,-13,H
Sunderland,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.83,3.5,4.5,1.91,3.4,4,1.83,3.3,4,1,2.08,3.43,4.46,1,H
Chelsea,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.4,3.3,3,2.4,3.3,2.88,2.38,3.2,2.75,-11,3.41,3.44,2.42,-10,H
Blackburn,WestBrom,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.38,3.3,3,2.25,3.3,3.1,2.25,3.5,3,5,1.84,3.67,5.54,-5,A
Everton,Norwich,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.62,3.75,6,1.62,3.75,5.5,1.62,4,5,2,2.02,3.47,4.71,-3,D
Fulham,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.62,3.75,6,1.67,3.5,5.5,1.65,3.8,5,3,1.96,3.53,4.97,6,H
Newcastle,Swansea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.8,3.6,4.5,1.8,3.5,4.5,1.8,3.5,4.5,-5,2.59,3.31,3.25,9,D
Wigan,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9,4.75,1.36,8,4.5,1.4,7.5,4.75,1.4,-11,3.41,3.44,2.42,-19,D
Wolves,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,3.25,2.88,2.5,3.3,2.75,2.5,3.3,2.8,-2,2.31,3.34,3.8,-7,A
AstonVilla,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.2,3.4,1.91,4,3.3,1.95,4,3.4,1.91,-4,2.49,3.32,3.42,-7,A
ManCity,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.73,3.75,4.5,1.67,3.75,5,1.7,3.8,4.8,-3,2.39,3.32,3.61,9,H
QPR,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7.5,4.33,1.44,7,4,1.5,7,4,1.5,-11,3.41,3.44,2.42,-20,A
Tottenham,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.36,4.75,9,1.4,4.5,8,1.4,4.75,7.5,12,1.53,4.61,7.86,17,H
Blackburn,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.4,3.5,2.1,3.3,3.5,2.1,3.6,3.3,1,2.08,3.43,4.46,1,A
Wolves,Norwich,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.5,3.75,2.1,3.4,3.4,2.1,3.4,3.4,-2,2.31,3.34,3.8,-6,D
AstonVilla,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5,3.6,1.73,5,3.5,1.73,4.75,3.6,1.73,-11,3.41,3.44,2.42,-10,A
Everton,Swansea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.57,3.75,6.5,1.62,3.6,6,1.57,3.75,6,1,2.08,3.43,4.46,-1,H
Fulham,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5,3.6,1.73,5.5,3.5,1.67,5,3.75,1.67,-9,3.08,3.37,2.67,-21,A
ManCity,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.22,6,15,1.22,6,12,1.22,6,12,8,1.7,3.96,6.49,17,H
Newcastle,WestBrom,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.5,3.75,1.83,3.5,4.33,1.91,3.4,4,-2,2.31,3.34,3.8,9,A
QPR,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,3.3,2.88,2.25,3.4,3.1,2.38,3.3,2.9,-1,2.23,3.36,4.01,2,A
Wigan,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7,4,1.5,7,3.75,1.5,7,4,1.5,-7,2.81,3.33,2.94,-16,D
Tottenham,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.6,3.4,2.7,2.5,3.5,2.62,2.5,3.4,2.7,2,2.02,3.47,4.71,2,D
Bolton,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,3.4,2.8,2.25,3.3,2.8,2.38,3.4,2.88,0,2.15,3.39,4.23,-15,A
Chelsea,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.3,5,12,1.29,4.6,9,1.3,5,11,10,1.61,4.24,7.17,15,D
Liverpool,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.25,5.5,13,1.3,4.5,10,1.25,5.5,12,6,1.79,3.75,5.84,20,D
ManUnited,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.14,7.5,21,1.17,6,12,1.17,6.5,19,14,1.46,5.12,8.51,28,H
Stoke,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.91,3.4,4.2,2,3.3,3.3,1.91,3.4,4,6,1.79,3.75,5.84,5,D
Sunderland,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.4,3.25,3,2.2,3.3,2.88,2.5,3.1,2.9,-3,2.39,3.32,3.61,-3,D
WestBrom,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7,4.5,1.44,7.5,3.6,1.44,7,4.33,1.44,-9,3.08,3.37,2.67,-23,D
Arsenal,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.22,6,15,1.22,5.5,10,1.22,6,12,13,1.5,4.84,8.19,17,D
Norwich,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.5,3.6,1.8,4.33,3.6,1.8,4.33,3.6,1.8,-9,3.08,3.37,2.67,-14,A
Swansea,QPR,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.4,3.8,2.1,3.3,3.5,2.05,3.25,3.75,2,2.02,3.47,4.71,2,D
Liverpool,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.53,4,6.5,1.57,3.8,6,1.53,4,6,6,1.79,3.75,5.84,1,H
Arsenal,QPR,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.25,5.5,13,1.25,6,11,1.29,5,12,10,1.61,4.24,7.17,16,H
Bolton,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.25,3.4,2.1,3.25,3.5,2.3,3.2,3.2,-3,2.39,3.32,3.61,-4,D
Chelsea,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.29,5,13,1.28,5,11,1.3,5,11,10,1.61,4.24,7.17,14,A
ManUnited,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.13,8,26,1.14,7.5,17,1.14,7,21,19,1.31,7.61,9.66,34,A
Norwich,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.6,3.25,2.75,2.5,3.4,2.7,2.5,3.4,2.7,1,2.08,3.43,4.46,2,D
Stoke,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.67,3.6,5.5,1.66,3.75,5,1.73,3.5,5,9,1.65,4.09,6.83,11,D
Swansea,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.5,3.6,1.67,5.5,3.5,1.66,5.5,3.5,1.7,-8,2.94,3.35,2.8,-19,D
Sunderland,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6.5,4,1.53,6.5,3.75,1.53,6,3.75,1.57,-8,2.94,3.35,2.8,-27,H
WestBrom,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.6,3.25,2.75,2.4,3.4,2.8,2.62,3.2,2.7,-2,2.31,3.34,3.8,1,A
AstonVilla,Swansea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.83,3.4,4.75,1.8,3.5,4.5,1.8,3.2,4,0,2.15,3.39,4.23,3,A
Blackburn,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,3.25,2.88,2.37,3.25,3,2.45,3.2,2.5,0,2.15,3.39,4.23,-12,A
Fulham,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4,3.5,1.91,4.33,3.5,1.83,3.6,3.3,1.85,-10,3.24,3.4,2.54,-16,H
QPR,Norwich,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.4,3.5,2.1,3.3,3.5,2,3.2,3.25,-1,2.23,3.36,4.01,-5,A
Wolves,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6,4,1.57,6,3.6,1.6,5,3.75,1.53,-5,2.59,3.31,3.25,-17,A
ManCity,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.91,3.4,4.2,1.85,3.3,4.5,1.8,3.5,4.5,2,2.02,3.47,4.71,11,H
Tottenham,WestBrom,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.33,5,10,1.36,4.5,9,1.36,4.8,8.5,5,1.84,3.67,5.54,17,H
Wigan,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.63,3.25,2.75,2.6,3.25,2.7,2.62,3.1,2.75,-9,3.08,3.37,2.67,-6,A
Everton,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.5,4,7,1.53,4,6.5,1.53,3.75,7,7,1.74,3.85,6.16,11,A
Newcastle,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5,3.6,1.73,5,3.75,1.66,5,3.5,1.73,-21,7.29,4.48,1.57,-15,H
Tottenham,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.53,3.8,7,1.53,3.8,6.5,1.5,3.75,5.5,3,1.96,3.53,4.97,18,H
AstonVilla,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.4,3.25,3,2.4,3.25,2.88,2.5,3.1,2.9,-1,2.23,3.36,4.01,-1,D
Blackburn,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,3.3,2.38,2.8,3.25,2.5,2.8,3.2,2.5,1,2.08,3.43,4.46,-9,H
Chelsea,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.4,4.5,8.5,1.4,4.5,8,1.44,4,8,-5,2.59,3.31,3.25,13,H
Liverpool,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.4,4.33,9,1.44,4,8,1.44,4,8,2,2.02,3.47,4.71,5,D
ManUnited,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.14,8,17,1.17,6.5,17,1.17,6.5,19,14,1.46,5.12,8.51,29,H
Tottenham,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.25,5.5,13,1.25,5.5,12,1.3,5,11,11,1.57,4.41,7.51,28,D
WestBrom,Norwich,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.4,3.8,2,3.3,3.75,2.1,3.2,3.6,-2,2.31,3.34,3.8,-3,A
Newcastle,QPR,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.73,3.6,5,1.73,3.5,5,1.83,3.2,4.8,6,1.79,3.75,5.84,16,H
Swansea,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.75,3.5,1.8,5,3.6,1.7,4.5,3.5,1.8,2,2.02,3.47,4.71,-13,H
Wigan,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9,4.33,1.4,9,4.5,1.36,9.5,3.75,1.44,-12,3.6,3.49,2.31,-33,A
Bolton,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6,3.75,1.62,5.5,3.5,1.67,6,3.4,1.67,-6,2.69,3.32,3.09,-19,H
Everton,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.53,4,6.5,1.62,3.5,6,1.57,3.5,7,-1,2.23,3.36,4.01,8,D
Fulham,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.4,3.8,2.05,3.3,3.6,2.05,3.3,3.6,-7,2.81,3.33,2.94,-13,H
Norwich,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.5,4,1.62,6,3.6,1.6,5.5,3.75,1.62,0,2.15,3.39,4.23,-12,D
QPR,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.4,3.8,1.95,3.3,4,2.1,3.2,3.6,3,1.96,3.53,4.97,2,H
Stoke,WestBrom,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.91,3.4,4.2,1.83,3.4,4.33,2,3.3,3.8,0,2.15,3.39,4.23,8,A
Sunderland,Swansea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.91,3.4,4.2,1.83,3.4,4.33,1.91,3.2,4.33,1,2.08,3.43,4.46,-2,H
Wolves,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,3.25,2.88,2.5,3.2,2.75,2.62,3.2,2.7,1,2.08,3.43,4.46,-6,A
Arsenal,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.8,3.4,2.5,2.88,3.1,2.62,2.9,2.9,2.62,-12,3.6,3.49,2.31,-12,A
ManCity,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.91,3.6,4,1.91,3.25,4.2,1.91,3.2,4.33,2,2.02,3.47,4.71,5,H
Everton,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.33,3.5,1.85,4.5,3.3,1.85,4.5,3.3,1.85,-9,3.08,3.37,2.67,-28,H
ManUnited,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.33,5,10,1.3,5,11,1.3,5,10,13,1.5,4.84,8.19,21,H
Swansea,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4,3.25,2,4.2,3.3,1.91,3.75,3.3,2,0,2.15,3.39,4.23,-15,D
Tottenham,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.22,6,15,1.25,6,12,1.2,6,15,15,1.43,5.44,8.81,31,H
Wolves,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5,3.8,1.7,5,3.5,1.73,4.8,3.75,1.7,1,2.08,3.43,4.46,-17,A
AstonVilla,QPR,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.8,3.5,4.75,1.85,3.3,4.5,1.85,3.3,4.5,2,2.02,3.47,4.71,7,D
Blackburn,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.63,3.3,2.7,2.62,3.25,2.62,2.62,3.2,2.7,1,2.08,3.43,4.46,-18,A
Bolton,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5,3.75,1.7,5,3.5,1.73,5,3.5,1.73,0,2.15,3.39,4.23,-17,D
Fulham,WestBrom,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.83,3.5,4.5,1.91,3.25,4.33,1.91,3.3,4.2,-2,2.31,3.34,3.8,1,D
Sunderland,Norwich,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.91,3.5,4.2,1.85,3.3,4.5,1.85,3.3,4.5,6,1.79,3.75,5.84,-2,H
Arsenal,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.29,5.5,11,1.29,5.5,10,1.29,4.5,8,-2,2.31,3.34,3.8,19,H
ManCity,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.3,5.5,10,1.25,5.5,12,1.29,4.5,8,1,2.08,3.43,4.46,27,H
Norwich,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.5,3.75,2.05,3.3,3.6,1.95,3.2,3.3,-1,2.23,3.36,4.01,9,H
QPR,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.91,3.6,4,1.91,3.4,4,1.91,3.2,3.5,4,1.9,3.59,5.25,3,A
Stoke,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.25,3.25,3.3,2.2,3.3,3.2,2.05,3.1,3.25,-10,3.24,3.4,2.54,0,A
WestBrom,Swansea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.3,3.6,2.05,3.3,3.6,2.1,3.2,3,-3,2.39,3.32,3.61,-1,A
Wigan,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.5,3.4,2.1,3.5,3.3,2.1,3.1,3.1,2.1,-12,3.6,3.49,2.31,-14,D
Chelsea,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,3.3,2.88,2.5,3.1,2.75,2.2,3.1,2.88,-7,2.81,3.33,2.94,-12,D
Newcastle,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.4,3.8,2,3.3,3.75,2,3.2,3.2,2,2.02,3.47,4.71,11,H
