% 1. Title: Premiership Data 2013 Season

% 2. Source: http://www.football-data.co.uk/data.php



@relation Premiership2013
@attribute 'HomeTeam' { Arsenal, AstonVilla, Birmingham, Blackburn, Blackpool, Bolton, Bradford, Burnley, Charlton, Chelsea, Coventry, CrystalPalace, Derby, Everton, Fulham, Hull, Ipswich, Leeds, Leicester, Liverpool, ManCity, ManUnited, Middlesbrough, Newcastle, Norwich, NottinghamForest, Portsmouth, QPR, Reading, Southampton, Stoke, Sunderland, Swansea, Tottenham, WestBrom, WestHam, Wigan, Wolves }
@attribute 'AwayTeam' { Arsenal, AstonVilla, Birmingham, Blackburn, Blackpool, Bolton, Bradford, Burnley, Charlton, Chelsea, Coventry, CrystalPalace, Derby, Everton, Fulham, Hull, Ipswich, Leeds, Leicester, Liverpool, ManCity, ManUnited, Middlesbrough, Newcastle, Norwich, NottinghamForest, Portsmouth, QPR, Reading, Southampton, Stoke, Sunderland, Swansea, Tottenham, WestBrom, WestHam, Wigan, Wolves }
@attribute 'FullTimeHomeTeamGoals' numeric
@attribute 'FullTimeAwayTeamGoals' numeric
@attribute 'HalfTimeHomeTeamGoals' numeric
@attribute 'HalfTimeAwayTeamGoals' numeric
@attribute 'HomeTeamShots' numeric
@attribute 'AwayTeamShots' numeric
@attribute 'HomeTeamShotsOnTarget' numeric
@attribute 'AwayTeamShotsOnTarget' numeric
@attribute 'HomeTeamFoulsCommitted' numeric
@attribute 'AwayTeamFoulsCommitted' numeric
@attribute 'HomeTeamCorners' numeric
@attribute 'AwayTeamCorners' numeric
@attribute 'HomeTeamYellowCards' numeric
@attribute 'AwayTeamYellowCards' numeric
@attribute 'HomeTeamRedCards' numeric
@attribute 'AwayTeamRedCards' numeric
@attribute 'Bet365HomeWinOdds' numeric
@attribute 'Bet365DrawOdds' numeric
@attribute 'Bet365AwayWinOdds' numeric
@attribute 'LadbrooksHomeWinOdds' numeric
@attribute 'LadbrooksDrawOdds' numeric
@attribute 'LadbrooksAwayWinOdds' numeric
@attribute 'WilliamHillHomeWinOdds' numeric
@attribute 'WilliamHillDrawOdds' numeric
@attribute 'WilliamHillAwayWinOdds' numeric
@attribute 'class' { D,H,A }
@data
Fulham,Newcastle,1,0,0,0,11,4,9,3,14,19,4,7,0,3,0,0,2.1,3.3,3.6,2,3.4,3.75,2.1,3.25,3.6,H
Liverpool,Stoke,2,0,0,0,13,6,9,1,6,8,7,0,1,4,0,0,1.62,3.75,6,1.57,3.75,6,1.6,3.75,6,H
AstonVilla,Fulham,2,2,1,0,10,13,5,9,15,11,3,6,3,2,0,0,1.91,3.4,4.2,1.91,3.4,4,2,3.2,4,D
Everton,Blackpool,5,3,1,1,23,11,16,7,8,17,9,5,0,1,0,0,1.44,4.5,7,1.5,4.2,6.5,1.5,4,6.5,H
ManCity,WestBrom,3,0,3,0,13,17,9,9,13,10,8,8,1,2,0,0,1.4,4.5,8.5,1.4,4.5,8,1.44,4,8,H
Newcastle,Arsenal,4,4,0,4,16,13,8,10,13,15,12,6,2,3,0,1,5,4,1.67,5,3.75,1.67,5.5,3.5,1.67,D
Stoke,Sunderland,3,2,1,1,18,11,9,7,7,15,12,4,1,3,0,0,2.1,3.2,3.75,2.2,3.3,3.3,2.2,3.1,3.5,H
Tottenham,Bolton,2,1,1,0,13,8,7,3,13,11,6,7,1,3,0,0,1.57,4,6,1.53,3.75,6.5,1.62,3.6,6,H
Wigan,Blackburn,4,3,1,1,11,9,7,5,11,12,4,9,1,2,0,0,2.5,3.25,2.9,2.5,3.3,2.8,2.62,3,2.9,H
Wolves,ManUnited,2,1,2,1,6,14,5,7,6,11,4,6,2,2,0,0,8.5,4.5,1.4,8,4.5,1.4,8,4,1.44,H
Chelsea,Liverpool,0,1,0,0,14,7,4,4,9,9,4,3,1,1,0,0,1.62,4,5.5,1.62,3.75,5.5,1.62,3.6,6,A
WestHam,Birmingham,0,1,0,0,16,9,9,3,18,13,5,5,3,1,0,0,2,3.5,3.75,2.1,3.3,3.5,2.1,3.2,3.6,A
Arsenal,Wolves,2,0,1,0,17,2,8,0,15,9,3,6,0,1,0,0,1.22,6,15,1.22,6,13,1.25,6,10,H
Birmingham,Stoke,1,0,0,0,10,15,4,5,15,14,3,5,1,0,0,0,2.5,3.2,2.9,2.38,3.25,3,2.5,3.2,2.88,H
Blackburn,Newcastle,0,0,0,0,4,12,0,6,11,11,2,11,1,3,0,0,2.1,3.4,3.5,2.1,3.4,3.4,2.05,3.4,3.5,D
Blackpool,AstonVilla,1,1,1,1,14,7,5,4,13,14,4,8,2,1,0,1,3.25,3.4,2.2,3.1,3.5,2.2,3.1,3.5,2.2,D
Liverpool,Wigan,1,1,1,0,13,8,5,2,11,17,8,5,1,3,0,0,1.36,4.75,9,1.33,4.6,10,1.36,4.5,9,D
ManUnited,ManCity,2,1,1,0,11,13,6,8,15,13,4,7,2,2,0,0,1.73,3.6,5,1.8,3.5,4.5,1.73,3.75,4.5,H
Sunderland,Tottenham,1,2,1,1,16,11,10,5,14,12,2,3,2,4,0,0,2.75,3.25,2.6,2.8,3.3,2.5,2.8,3.3,2.5,A
WestBrom,WestHam,3,3,3,0,15,18,11,11,12,13,4,9,2,3,0,0,1.91,3.6,4,2,3.4,3.75,1.95,3.5,3.75,D
Bolton,Everton,2,0,1,0,11,9,5,4,15,12,4,4,1,0,0,0,2.75,3.25,2.6,2.62,3.3,2.62,2.7,3.2,2.6,H
Fulham,Chelsea,0,0,0,0,12,23,8,9,10,13,4,6,2,1,0,0,5,3.6,1.73,4.5,3.5,1.8,4.5,3.5,1.8,D
Birmingham,Newcastle,0,2,0,1,11,10,5,7,13,14,4,6,1,3,0,0,2.6,3.2,2.8,2.38,3.25,3,2.5,3.1,2.9,A
WestBrom,Wolves,1,1,0,1,19,6,11,2,6,6,12,1,0,0,0,0,1.85,3.4,4.5,1.91,3.25,4.33,1.91,3.2,4.5,D
Blackpool,Tottenham,3,1,2,0,8,25,4,10,11,8,1,7,2,0,0,0,4,3.6,1.91,4.5,3.75,1.73,4,3.75,1.85,H
Arsenal,Stoke,1,0,1,0,9,7,4,4,8,9,5,3,1,2,0,0,1.3,5.25,10,1.25,5.5,12,1.3,5,11,H
AstonVilla,Blackburn,4,1,0,0,17,5,10,2,4,12,10,2,0,3,0,1,1.73,3.6,5,1.8,3.5,4.5,1.8,3.5,4.5,H
Everton,Sunderland,2,0,2,0,17,12,9,7,11,8,4,1,0,0,0,0,1.73,3.6,5,1.73,3.5,5,1.8,3.25,5,H
Newcastle,Bolton,1,1,1,1,13,17,6,10,7,11,3,6,0,2,1,0,2.1,3.25,3.75,2.1,3.3,3.5,2.15,3.1,3.6,D
Wigan,ManUnited,0,4,0,1,10,14,4,9,13,11,8,4,0,1,0,0,6.5,4,1.53,7,4,1.5,6,3.6,1.6,A
Wolves,Blackpool,4,0,1,0,15,2,11,1,16,10,11,4,1,1,0,1,1.83,3.6,4.33,1.8,3.6,4.33,1.91,3.3,4.2,H
ManCity,Fulham,1,1,1,0,14,11,4,5,17,13,10,1,1,2,0,0,1.5,4,7.5,1.44,4.2,7.5,1.57,3.6,6.5,D
WestHam,Liverpool,3,1,2,0,17,12,11,8,10,8,6,8,0,1,0,0,3.4,3.3,2.2,3.5,3.3,2.1,3.4,3.1,2.25,H
Stoke,WestBrom,1,1,0,0,6,16,3,11,17,14,4,0,2,2,0,0,1.91,3.4,4.2,1.8,3.3,3.75,2,3.2,4,D
Chelsea,ManUnited,2,1,0,1,17,12,11,7,11,14,10,2,3,2,0,1,2.2,3.2,3.6,2.2,3.3,3.3,2.2,3.25,3.3,H
Arsenal,Sunderland,0,0,0,0,14,6,7,3,13,10,5,6,3,3,0,0,1.44,4.33,7.5,1.4,4.5,8,1.5,4.2,6.5,D
Birmingham,WestBrom,1,3,0,0,9,9,4,5,8,10,7,3,3,1,0,0,2.38,3.2,3.1,2.2,3.3,3.3,2.4,3.1,3.1,A
Bolton,AstonVilla,3,2,1,1,15,10,9,6,18,11,8,5,5,2,0,0,2.25,3.4,3.2,2.3,3.25,3.1,2.25,3.3,3.2,H
Fulham,Blackburn,3,2,1,1,15,12,11,9,12,17,9,7,2,3,0,0,1.73,3.6,5,1.73,3.5,5,1.67,3.6,5.5,H
ManCity,Wigan,1,0,1,0,7,12,3,5,17,8,4,6,3,1,0,0,1.36,4.75,9,1.36,4.5,9,1.4,4.5,8,H
Newcastle,Everton,1,2,1,2,10,13,8,8,12,14,5,4,2,4,0,0,2.6,3.2,2.8,2.6,3.2,2.75,2.6,3.2,2.75,A
WestHam,Stoke,3,0,2,0,15,7,10,5,9,10,7,3,0,3,0,0,2.25,3.3,3.25,2.2,3.3,3.3,2.25,3.2,3.3,H
Liverpool,ManUnited,3,1,2,0,17,12,10,7,12,12,6,4,2,3,0,0,2.8,3.2,2.6,2.88,3.2,2.5,2.88,3.2,2.5,H
Wolves,Tottenham,3,3,2,2,13,15,4,10,10,11,7,4,0,3,0,0,3,3.3,2.38,3.1,3.3,2.3,2.9,3.25,2.45,D
Blackpool,Chelsea,1,3,0,1,14,18,5,11,5,8,3,13,0,0,0,0,10,5.5,1.3,9,5,1.33,9,5.5,1.3,A
Everton,Birmingham,1,1,1,1,17,5,11,3,8,12,9,1,1,3,0,0,1.53,4,6.5,1.57,3.75,6,1.57,3.6,6.5,D
AstonVilla,Wolves,0,1,0,1,11,8,5,5,15,19,8,3,1,3,0,0,1.83,3.5,4.5,1.8,3.5,4.5,1.91,3.5,4,A
Blackburn,Blackpool,2,2,0,2,24,8,7,6,15,12,8,3,1,1,0,0,1.8,3.6,4.5,1.8,3.5,4.5,1.83,3.8,4,D
Everton,Fulham,2,1,1,0,16,12,12,6,15,19,7,5,2,0,0,0,2,3.25,4,1.91,3.4,4,2.05,3.25,3.8,H
ManUnited,Bolton,1,0,0,0,14,11,8,6,8,11,12,5,0,0,1,0,1.36,4.75,9,1.33,5,9,1.4,4.6,7.5,H
Stoke,Newcastle,4,0,1,0,8,14,6,9,16,9,3,7,1,1,0,0,2.2,3.25,3.4,2.2,3.3,3.3,2.25,3.2,3.3,H
Tottenham,WestHam,0,0,0,0,26,11,14,5,6,13,6,2,0,4,0,0,1.57,4,6,1.57,3.75,6,1.57,4,5.5,D
WestBrom,Arsenal,2,2,1,0,4,18,3,11,9,7,2,7,1,3,0,0,5,3.6,1.73,4.5,3.75,1.73,4.2,3.75,1.8,D
Wigan,Birmingham,2,1,1,1,16,7,13,4,13,13,9,4,3,1,0,0,2.1,3.3,3.6,2.1,3.3,3.5,2.1,3.25,3.6,H
Chelsea,ManCity,2,0,0,0,16,5,11,2,16,13,5,1,2,5,0,0,1.62,3.75,6,1.67,3.5,5.5,1.62,3.6,6,H
Sunderland,Liverpool,0,2,0,1,3,10,1,4,11,7,3,6,3,3,1,0,2.63,3.2,2.75,2.62,3.3,2.62,2.62,3.1,2.8,A
Arsenal,Blackburn,0,0,0,0,19,7,11,2,10,9,11,4,1,2,0,1,1.25,6,11,1.25,5.5,12,1.25,5.5,12,D
Birmingham,Bolton,2,1,1,0,9,19,6,12,11,16,8,9,0,2,0,0,2.5,3.25,2.88,2.5,3.3,2.8,2.6,3.25,2.7,H
Everton,AstonVilla,2,2,1,0,14,7,7,5,13,16,5,7,3,2,0,0,1.83,3.6,4.33,1.91,3.4,4,1.83,3.6,4.2,D
Newcastle,Wolves,4,1,2,0,17,13,13,9,19,10,5,4,5,3,0,0,1.95,3.4,4,1.91,3.4,4,1.95,3.5,3.8,H
Stoke,Chelsea,1,1,1,1,13,20,6,10,9,10,5,12,1,2,0,0,5.5,3.6,1.67,5.5,3.5,1.67,5.5,3.3,1.73,D
WestBrom,Liverpool,2,1,0,0,17,13,14,9,10,15,0,5,2,3,0,0,3,3.3,2.38,3.1,3.25,2.3,3,3.2,2.4,H
WestHam,ManUnited,2,4,2,0,6,18,2,9,10,9,0,16,1,2,0,0,4.5,3.6,1.8,4.5,3.5,1.8,4.2,3.6,1.83,A
Wigan,Tottenham,0,0,0,0,14,10,5,6,11,13,8,2,1,1,0,0,3,3.25,2.4,3,3.25,2.38,2.9,3.3,2.38,D
Fulham,Blackpool,3,0,2,0,13,10,11,6,14,5,4,7,2,1,0,0,1.53,4.2,6,1.57,4,5.5,1.57,3.75,6,H
ManCity,Sunderland,5,0,2,0,14,8,12,4,9,20,6,5,2,3,0,0,1.5,4,7,1.5,4,7,1.53,4,6,H
Blackburn,Birmingham,1,1,1,1,15,6,5,5,10,10,8,2,2,3,0,0,2,3.3,4,2,3.4,3.75,2.05,3.1,4,D
Bolton,WestHam,3,0,2,0,23,14,12,8,6,10,5,10,1,0,0,0,2.2,3.25,3.4,2,3.4,3.75,2.25,3.2,3.2,H
Chelsea,Wigan,1,0,0,0,21,11,13,7,11,12,10,5,1,2,0,0,1.2,6,17,1.2,6.5,13,1.25,5,15,H
ManUnited,Fulham,2,0,2,0,16,12,12,5,12,8,8,3,0,0,0,0,1.44,4.33,7.5,1.44,4.33,7,1.5,3.75,7.5,H
Sunderland,WestBrom,2,3,2,1,7,12,4,8,10,11,5,2,3,1,0,0,2.2,3.2,3.5,2.1,3.3,3.5,2.3,3.2,3.2,A
Tottenham,Stoke,3,2,3,2,9,10,8,5,11,16,10,5,1,3,0,0,1.73,3.6,5,1.8,3.5,4.5,1.8,3.25,5,H
Wolves,Everton,0,3,0,3,11,9,7,6,13,14,13,6,0,1,0,0,2.6,3.25,2.8,2.5,3.3,2.8,2.62,3,2.9,A
AstonVilla,Newcastle,1,0,1,0,13,6,7,4,8,10,9,2,2,2,0,0,1.83,3.6,4.33,1.83,3.5,4.33,1.83,3.6,4.2,H
Blackpool,Arsenal,1,3,0,2,12,16,6,7,13,9,6,4,2,2,0,0,8.5,5,1.36,6.5,4.5,1.44,7,5,1.4,A
Liverpool,ManCity,3,0,3,0,15,13,7,4,6,3,6,2,1,0,0,0,2.6,3.2,2.8,2.4,3.3,2.9,2.5,3.2,2.88,H
Birmingham,Sunderland,2,0,1,0,10,15,4,7,7,10,4,9,0,0,0,0,2.25,3.2,3.4,2.2,3.2,3.4,2.3,3.1,3.3,H
Blackpool,Wigan,1,3,0,2,14,9,9,5,13,12,5,3,2,2,0,0,2.3,3.5,3,2.3,3.5,2.88,2.3,3.3,3.1,A
Everton,Blackburn,2,0,0,0,17,4,7,2,9,17,10,1,2,3,0,0,1.67,3.75,5.5,1.67,3.75,5,1.73,3.3,5.5,H
WestBrom,Chelsea,1,3,1,3,12,19,6,11,7,10,3,5,1,0,0,0,5.5,3.6,1.7,5,3.5,1.73,5.5,3.3,1.73,A
WestHam,AstonVilla,1,2,1,1,12,21,7,11,8,3,5,11,0,0,0,0,2.25,3.3,3.25,2.3,3.3,3.1,2.38,3.2,3,A
Arsenal,Liverpool,1,1,0,0,12,9,6,5,13,13,10,3,2,4,0,0,1.73,3.6,5,1.73,3.5,5,1.8,3.1,5.5,D
Newcastle,ManUnited,0,0,0,0,12,18,5,8,9,10,6,7,2,2,0,0,5.5,3.6,1.67,5,3.75,1.67,5,3.6,1.7,D
Chelsea,Birmingham,3,1,2,0,17,6,7,3,9,11,7,4,0,1,0,0,1.2,6.5,15,1.22,6,12,1.22,6,13,H
Tottenham,Arsenal,3,3,2,3,16,13,9,9,8,13,7,6,0,3,0,0,2.88,3.4,2.4,2.62,3.4,2.6,2.8,3.3,2.5,D
AstonVilla,Stoke,1,1,1,1,7,4,2,3,9,9,7,8,0,3,0,0,1.8,3.6,4.5,1.8,3.5,4.5,1.91,3.5,4,D
Blackpool,Newcastle,1,1,1,1,18,9,7,6,17,8,4,4,1,1,0,0,2.88,3.5,2.38,2.75,3.5,2.4,2.8,3.3,2.5,D
Chelsea,WestHam,3,0,1,0,16,12,11,7,7,13,5,7,1,2,0,0,1.2,6.5,15,1.22,6,13,1.25,5.5,12,H
Liverpool,Birmingham,5,0,2,0,17,10,13,6,7,12,5,2,1,0,0,0,1.44,4.33,7.5,1.5,4,7,1.5,3.75,8,H
ManUnited,Everton,1,0,0,0,21,5,12,3,10,9,13,1,1,2,0,0,1.44,4.33,7.5,1.44,4.2,7.5,1.5,3.75,8,H
Sunderland,Wigan,4,2,0,0,11,11,7,7,11,9,7,3,1,2,0,0,2.1,3.25,3.75,2.1,3.3,3.5,2.15,3.2,3.5,H
Tottenham,WestBrom,2,2,1,1,19,10,9,4,8,9,11,1,1,1,0,0,1.57,4,6,1.57,4,5.5,1.62,3.6,6,D
Wolves,Fulham,1,1,1,0,12,15,3,5,15,17,3,5,2,2,0,0,2.5,3.25,2.88,2.38,3.3,2.9,2.5,3.2,2.9,D
Bolton,Arsenal,2,1,1,0,11,17,10,7,13,14,3,9,3,3,0,0,4.5,3.8,1.75,4.5,3.75,1.73,4.5,3.5,1.8,H
Blackburn,ManCity,0,1,0,0,12,10,6,5,15,15,4,6,2,3,0,0,3.6,3.3,2.1,3.75,3.4,2,3.5,3.2,2.15,A
Stoke,Wolves,3,0,2,0,17,5,8,1,12,10,7,11,3,2,0,0,1.8,3.4,5,1.83,3.5,4.33,1.83,3.5,4.33,H
Fulham,Bolton,3,0,1,0,18,14,7,6,12,8,10,7,1,1,0,0,1.8,3.5,4.75,1.83,3.5,4.33,1.83,3.5,4.33,H
Blackburn,Bolton,1,0,1,0,17,11,8,3,7,9,3,10,2,1,0,0,1.91,3.5,4,2,3.5,3.6,2.05,3.4,3.6,H
Blackpool,Stoke,0,0,0,0,11,9,6,6,10,11,4,8,0,0,0,0,2.63,3.4,2.63,2.7,3.4,2.5,2.62,3.6,2.5,D
Chelsea,Tottenham,2,1,1,1,16,12,10,7,11,11,6,5,3,1,0,0,1.44,4.33,7.5,1.53,4,6,1.5,4.2,6.5,H
Sunderland,Fulham,0,3,0,1,11,9,7,6,7,12,5,4,1,0,0,0,2.6,3.2,2.8,2.6,3.2,2.75,2.6,3,2.9,A
WestBrom,AstonVilla,2,1,0,1,8,11,4,6,12,12,3,7,3,1,1,0,2.38,3.3,3,2.3,3.3,3.1,2.25,3.4,3.1,H
Wigan,Everton,1,1,1,0,13,3,9,3,12,12,3,8,2,2,0,0,2.8,3.25,2.6,2.8,3.3,2.5,2.75,3.2,2.6,D
Arsenal,ManUnited,1,0,0,0,9,11,2,7,15,7,3,6,2,3,0,0,2.5,3.25,2.88,2.62,3.3,2.62,2.45,3.25,2.9,H
Birmingham,Wolves,1,1,1,1,8,7,1,2,10,16,0,2,3,3,1,0,2.1,3.3,3.6,2.2,3.3,3.3,2.15,3.25,3.5,D
Liverpool,Newcastle,3,0,1,0,9,7,5,3,15,10,3,12,1,2,0,0,1.44,4.33,7.5,1.4,4.5,7.5,1.5,4.2,6.5,H
ManCity,WestHam,2,1,2,1,19,7,12,4,13,8,8,5,3,1,0,0,1.4,4.5,9,1.44,4.33,7,1.4,4.75,7.5,H
AstonVilla,Wigan,1,1,1,1,10,7,7,4,6,11,2,5,2,0,0,0,1.8,3.6,4.5,1.83,3.5,4.33,1.75,3.75,4.5,D
Bolton,Sunderland,1,2,0,1,17,10,9,6,14,10,5,5,1,0,0,0,1.83,3.5,4.5,1.8,3.5,4.5,1.83,3.4,4.5,A
Everton,ManCity,2,1,0,1,10,12,6,7,13,15,11,6,4,2,0,0,2.7,3.2,2.7,2.8,3.3,2.5,2.8,3,2.7,H
Newcastle,Birmingham,2,1,2,1,19,5,14,2,10,12,8,2,1,4,0,1,1.91,3.4,4.2,1.91,3.4,4,2,3.2,4,H
Tottenham,Blackpool,1,1,0,0,20,13,11,7,5,13,7,6,3,2,0,0,1.3,5.5,10,1.33,5,9,1.33,5,9,D
WestHam,Blackburn,1,1,0,1,24,8,15,4,7,14,7,3,3,0,0,0,1.95,3.6,3.8,1.91,3.4,4,2.05,3.4,3.6,D
ManUnited,Chelsea,2,1,2,0,13,19,8,11,12,14,7,2,2,4,0,0,2.38,3.25,3.1,2.38,3.25,3,2.4,3,3.25,H
Stoke,Arsenal,3,1,2,0,12,14,7,5,7,10,2,5,1,2,0,0,5.5,3.75,1.67,5,3.75,1.67,5,3.5,1.73,H
Wolves,WestBrom,3,1,2,0,14,14,10,6,9,7,8,4,3,1,0,0,2.1,3.4,3.5,2.2,3.3,3.3,2.2,3.2,3.4,H
Fulham,Liverpool,2,5,0,3,10,16,7,11,18,11,6,5,5,2,0,0,2.88,3.25,2.5,2.8,3.3,2.5,2.8,3.2,2.5,A
ManCity,Tottenham,1,0,1,0,7,14,4,7,7,8,2,8,1,1,0,0,1.91,3.4,4.2,1.91,3.4,4,1.95,3.3,4,H
Blackburn,ManUnited,1,1,1,0,6,9,2,4,11,11,2,6,3,0,0,0,5,3.6,1.73,5,3.75,1.67,5,3.4,1.75,D
Blackpool,Bolton,4,3,3,2,12,17,8,9,16,12,5,6,2,4,0,0,2.2,3.4,3.25,2.2,3.5,3.1,2.2,3.5,3.1,H
Sunderland,Wolves,1,3,1,1,14,10,9,6,8,19,5,5,0,0,0,0,2.5,3.25,2.88,2.62,3.3,2.62,2.5,3.3,2.75,A
WestBrom,Everton,1,0,1,0,14,23,9,10,15,9,2,12,2,2,0,1,2.63,3.25,2.75,2.62,3.3,2.62,2.7,3.1,2.7,H
Arsenal,AstonVilla,1,2,0,2,24,8,15,5,9,10,13,2,1,4,0,0,1.36,5,8.5,1.36,5,8,1.4,4.5,8,A
Birmingham,Fulham,0,2,0,1,7,18,2,9,7,15,5,5,0,5,0,0,2.2,3.25,3.4,2.2,3.3,3.3,2.3,3.1,3.3,A
Chelsea,Newcastle,2,2,1,1,15,13,7,9,17,13,7,4,4,2,0,0,1.25,6,11,1.22,6.5,11,1.25,5,15,D
Liverpool,Tottenham,0,2,0,1,10,8,2,4,13,7,11,5,2,1,0,0,1.73,3.8,4.75,1.73,3.75,4.5,1.8,3.5,4.5,A
Wigan,WestHam,3,2,0,2,19,13,10,10,7,10,10,6,1,1,0,0,2.1,3.4,3.5,2.2,3.4,3.2,2.15,3.3,3.4,H
ManCity,Stoke,3,0,1,0,16,4,9,2,6,9,4,3,0,3,0,0,1.36,4.75,9,1.4,4.5,8,1.4,4.33,8.5,H
AstonVilla,Liverpool,1,0,1,0,10,9,8,4,12,12,4,5,2,2,0,0,3.2,3.4,2.25,3,3.25,2.38,2.62,3.2,2.3,H
Bolton,ManCity,0,2,0,1,16,16,8,10,11,10,6,5,1,1,1,0,5,3.75,1.7,5,3.75,1.67,4.33,3.5,1.73,A
Everton,Chelsea,1,0,0,0,11,19,3,9,12,14,6,5,3,2,1,0,3.1,3.25,2.38,3.1,3.3,2.3,2.62,3.2,2.3,H
Fulham,Arsenal,2,2,1,1,10,12,6,6,12,5,5,3,2,1,1,0,3.75,3.6,1.95,3.6,3.5,2,3.5,3.4,1.95,D
ManUnited,Blackpool,4,2,1,1,18,14,11,7,8,5,8,8,2,1,0,0,1.6,4,5.5,1.53,4.33,5.5,1.57,3.8,5,H
Newcastle,WestBrom,3,3,2,0,15,13,10,7,5,8,7,6,0,0,0,0,2,3.5,3.75,2,3.5,3.6,1.91,3.3,3.3,D
Stoke,Wigan,0,1,0,0,11,11,5,9,10,9,5,3,1,4,0,0,2.75,3.6,2.4,2.88,3.4,2.38,2.7,3.2,2.3,A
Tottenham,Birmingham,2,1,0,0,22,7,16,3,5,15,7,5,0,3,0,0,1.53,4,6.5,1.57,4,5.5,1.53,3.6,5,H
WestHam,Sunderland,0,3,0,1,17,17,12,12,7,8,4,6,0,2,0,0,2,3.5,3.75,2,3.4,3.75,1.95,3.3,3.25,A
Wolves,Blackburn,2,3,0,3,12,13,5,10,12,9,8,3,3,1,0,0,2.2,3,3.75,2.1,3.2,3.6,2,3.1,3.3,A
AstonVilla,Wigan,0,2,0,1,11,14,5,7,15,14,4,6,2,2,0,0,1.67,3.6,5.5,1.67,3.3,4.5,1.7,3.4,5.5,A
Blackburn,ManCity,0,2,0,1,17,8,9,5,12,9,5,4,2,1,0,0,3.6,3.25,2.1,3,3.2,2.1,3.5,3.2,2.15,A
Bolton,Sunderland,0,1,0,1,11,20,3,13,16,10,4,7,2,1,0,0,2.25,3.25,3.25,2.1,3.2,3,2.3,3.2,3.2,A
Chelsea,Hull,2,1,1,1,26,7,12,3,13,15,12,4,1,2,0,0,1.17,6.5,21,1.17,5.5,12,1.17,6.5,21,H
Everton,Arsenal,1,6,0,3,8,15,5,9,11,13,4,9,0,0,0,0,3.2,3.25,2.3,2.88,3,2.25,3.2,3.2,2.3,A
Portsmouth,Fulham,0,1,0,1,16,9,4,3,11,18,6,4,3,2,0,0,2.63,3.2,2.75,2.38,3.2,2.6,2.75,3.2,2.6,A
Stoke,Burnley,2,0,2,0,12,9,5,5,15,10,3,6,2,2,0,0,1.91,3.3,4.33,1.91,3.2,3.5,2,3.2,4,H
Wolves,WestHam,0,2,0,1,19,16,11,13,9,5,8,6,0,0,0,0,2.63,3.3,2.7,2.38,3.2,2.6,2.62,3.2,2.7,A
ManUnited,Birmingham,1,0,1,0,26,6,17,4,13,7,13,2,1,1,0,0,1.2,6,17,1.17,5.5,12,1.2,5.5,19,H
Tottenham,Liverpool,2,1,1,0,17,6,11,3,14,16,6,5,3,3,0,0,3.2,3.25,2.3,3,3.2,2.1,3.2,3.2,2.3,H
Sunderland,Chelsea,1,3,1,0,4,20,3,9,14,10,1,14,2,2,0,0,6.5,4,1.53,6.5,3.6,1.57,7.5,3.8,1.5,A
Wigan,Wolves,0,1,0,1,18,9,5,3,8,21,4,4,0,3,0,0,1.73,3.6,5.25,1.73,3.5,5,1.8,3.25,5,A
Birmingham,Portsmouth,1,0,0,0,9,9,5,4,11,20,4,5,0,5,0,0,2,3.3,4,2.1,3.3,3.5,2.05,3.25,3.75,H
Burnley,ManUnited,1,0,1,0,8,18,2,9,8,12,1,12,2,1,0,0,9.5,5,1.33,12,5,1.29,11,4.5,1.33,H
Hull,Tottenham,1,5,1,3,9,18,7,12,23,13,6,5,3,2,0,0,3.75,3.5,2,4,3.2,2,4,3.2,2,A
Liverpool,Stoke,4,0,2,0,18,6,13,3,10,9,11,5,0,1,0,0,1.25,5.5,13,1.3,4.5,13,1.25,5,15,H
Arsenal,Portsmouth,4,1,2,1,19,9,16,4,9,10,8,4,1,0,0,0,1.17,7,19,1.2,6,15,1.17,6.5,19,H
Birmingham,Stoke,0,0,0,0,8,13,6,3,8,13,3,3,0,3,0,0,2.3,3.2,3.25,2.25,3.25,3.25,2.3,3.2,3.2,D
Hull,Bolton,1,0,0,0,12,20,5,10,19,19,4,12,3,2,0,0,2.6,3.25,2.8,2.5,3.25,2.8,2.5,3.2,2.88,H
ManCity,Wolves,1,0,1,0,16,10,11,2,7,11,5,6,0,1,0,0,1.33,4.5,12,1.33,5,9,1.36,4.33,10,H
Sunderland,Blackburn,2,1,1,1,8,18,5,5,12,14,0,10,2,1,0,0,2.1,3.25,3.75,2.1,3.6,3.25,2.1,3.2,3.6,H
Wigan,ManUnited,0,5,0,0,16,16,7,13,11,8,3,5,2,2,0,0,6.5,4,1.53,7,4,1.5,7,3.75,1.53,A
Burnley,Everton,1,0,1,0,8,17,4,11,11,13,3,7,1,0,0,0,3.4,3.3,2.2,3.2,3.2,2.3,3.2,3.3,2.25,H
Fulham,Chelsea,0,2,0,1,4,12,1,4,11,10,4,7,0,0,0,0,6.5,3.8,1.57,7,3.75,1.53,7,3.5,1.57,A
WestHam,Tottenham,1,2,0,0,17,17,8,10,13,11,4,8,2,1,0,0,3.1,3.25,2.38,3,3.25,2.38,3.1,3.3,2.3,A
Liverpool,AstonVilla,1,3,0,2,21,7,12,4,15,11,10,4,3,2,0,0,1.44,4.2,8,1.4,4.5,8,1.44,4,8,A
Blackburn,WestHam,0,0,0,0,19,11,9,5,13,18,5,2,1,3,0,0,2.2,3.3,3.5,2.1,3.2,3,2.2,3.2,3.4,D
