% 1. Title: Premiership Data 2013 Season

% 2. Source: http://www.football-data.co.uk/data.php



@relation Premiership2013
@attribute 'HomeTeam' { Arsenal, AstonVilla, Birmingham, Blackburn, Blackpool, Bolton, Bradford, Burnley, Charlton, Chelsea, Coventry, CrystalPalace, Derby, Everton, Fulham, Hull, Ipswich, Leeds, Leicester, Liverpool, ManCity, ManUnited, Middlesbrough, Newcastle, Norwich, NottinghamForest, Portsmouth, QPR, Reading, Southampton, Stoke, Sunderland, Swansea, Tottenham, WestBrom, WestHam, Wigan, Wolves }
@attribute 'AwayTeam' { Arsenal, AstonVilla, Birmingham, Blackburn, Blackpool, Bolton, Bradford, Burnley, Charlton, Chelsea, Coventry, CrystalPalace, Derby, Everton, Fulham, Hull, Ipswich, Leeds, Leicester, Liverpool, ManCity, ManUnited, Middlesbrough, Newcastle, Norwich, NottinghamForest, Portsmouth, QPR, Reading, Southampton, Stoke, Sunderland, Swansea, Tottenham, WestBrom, WestHam, Wigan, Wolves }
@attribute 'FullTimeHomeTeamGoals' numeric
@attribute 'FullTimeAwayTeamGoals' numeric
@attribute 'HalfTimeHomeTeamGoals' numeric
@attribute 'HalfTimeAwayTeamGoals' numeric
@attribute 'HomeTeamShots' numeric
@attribute 'AwayTeamShots' numeric
@attribute 'HomeTeamShotsOnTarget' numeric
@attribute 'AwayTeamShotsOnTarget' numeric
@attribute 'HomeTeamFoulsCommitted' numeric
@attribute 'AwayTeamFoulsCommitted' numeric
@attribute 'HomeTeamCorners' numeric
@attribute 'AwayTeamCorners' numeric
@attribute 'HomeTeamYellowCards' numeric
@attribute 'AwayTeamYellowCards' numeric
@attribute 'HomeTeamRedCards' numeric
@attribute 'AwayTeamRedCards' numeric
@attribute 'Bet365HomeWinOdds' numeric
@attribute 'Bet365DrawOdds' numeric
@attribute 'Bet365AwayWinOdds' numeric
@attribute 'LadbrooksHomeWinOdds' numeric
@attribute 'LadbrooksDrawOdds' numeric
@attribute 'LadbrooksAwayWinOdds' numeric
@attribute 'WilliamHillHomeWinOdds' numeric
@attribute 'WilliamHillDrawOdds' numeric
@attribute 'WilliamHillAwayWinOdds' numeric
@attribute 'class' { D,H,A }
@data
Newcastle,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.95,3.4,4,1.91,3.4,4,1.95,3.5,3.8,H
Stoke,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.5,3.6,1.67,5.5,3.5,1.67,5.5,3.3,1.73,D
WestBrom,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,3.3,2.38,3.1,3.25,2.3,3,3.2,2.4,H
WestHam,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.5,3.6,1.8,4.5,3.5,1.8,4.2,3.6,1.83,A
Wigan,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,3.25,2.4,3,3.25,2.38,2.9,3.3,2.38,D
Fulham,Blackpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.53,4.2,6,1.57,4,5.5,1.57,3.75,6,H
ManCity,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.5,4,7,1.5,4,7,1.53,4,6,H
Blackburn,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.3,4,2,3.4,3.75,2.05,3.1,4,D
Bolton,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.25,3.4,2,3.4,3.75,2.25,3.2,3.2,H
Chelsea,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.2,6,17,1.2,6.5,13,1.25,5,15,H
ManUnited,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.44,4.33,7.5,1.44,4.33,7,1.5,3.75,7.5,H
Sunderland,WestBrom,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.2,3.5,2.1,3.3,3.5,2.3,3.2,3.2,A
Tottenham,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.73,3.6,5,1.8,3.5,4.5,1.8,3.25,5,H
Wolves,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.6,3.25,2.8,2.5,3.3,2.8,2.62,3,2.9,A
AstonVilla,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.83,3.6,4.33,1.83,3.5,4.33,1.83,3.6,4.2,H
Blackpool,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8.5,5,1.36,6.5,4.5,1.44,7,5,1.4,A
Liverpool,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.6,3.2,2.8,2.4,3.3,2.9,2.5,3.2,2.88,H
Birmingham,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.25,3.2,3.4,2.2,3.2,3.4,2.3,3.1,3.3,H
Blackpool,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.3,3.5,3,2.3,3.5,2.88,2.3,3.3,3.1,A
Everton,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.67,3.75,5.5,1.67,3.75,5,1.73,3.3,5.5,H
WestBrom,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.5,3.6,1.7,5,3.5,1.73,5.5,3.3,1.73,A
WestHam,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.25,3.3,3.25,2.3,3.3,3.1,2.38,3.2,3,A
Arsenal,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.73,3.6,5,1.73,3.5,5,1.8,3.1,5.5,D
Newcastle,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.5,3.6,1.67,5,3.75,1.67,5,3.6,1.7,D
Chelsea,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.2,6.5,15,1.22,6,12,1.22,6,13,H
Tottenham,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.88,3.4,2.4,2.62,3.4,2.6,2.8,3.3,2.5,D
AstonVilla,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.8,3.6,4.5,1.8,3.5,4.5,1.91,3.5,4,D
Blackpool,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.88,3.5,2.38,2.75,3.5,2.4,2.8,3.3,2.5,D
Chelsea,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.2,6.5,15,1.22,6,13,1.25,5.5,12,H
Liverpool,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.44,4.33,7.5,1.5,4,7,1.5,3.75,8,H
ManUnited,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.44,4.33,7.5,1.44,4.2,7.5,1.5,3.75,8,H
Sunderland,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.25,3.75,2.1,3.3,3.5,2.15,3.2,3.5,H
Tottenham,WestBrom,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.57,4,6,1.57,4,5.5,1.62,3.6,6,D
Wolves,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,3.25,2.88,2.38,3.3,2.9,2.5,3.2,2.9,D
Bolton,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.5,3.8,1.75,4.5,3.75,1.73,4.5,3.5,1.8,H
Blackburn,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.6,3.3,2.1,3.75,3.4,2,3.5,3.2,2.15,A
Stoke,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.8,3.4,5,1.83,3.5,4.33,1.83,3.5,4.33,H
Fulham,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.8,3.5,4.75,1.83,3.5,4.33,1.83,3.5,4.33,H
Blackburn,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.91,3.5,4,2,3.5,3.6,2.05,3.4,3.6,H
Blackpool,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.63,3.4,2.63,2.7,3.4,2.5,2.62,3.6,2.5,D
Chelsea,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.44,4.33,7.5,1.53,4,6,1.5,4.2,6.5,H
Sunderland,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.6,3.2,2.8,2.6,3.2,2.75,2.6,3,2.9,A
WestBrom,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.38,3.3,3,2.3,3.3,3.1,2.25,3.4,3.1,H
Wigan,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.8,3.25,2.6,2.8,3.3,2.5,2.75,3.2,2.6,D
Arsenal,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,3.25,2.88,2.62,3.3,2.62,2.45,3.25,2.9,H
Birmingham,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.3,3.6,2.2,3.3,3.3,2.15,3.25,3.5,D
Liverpool,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.44,4.33,7.5,1.4,4.5,7.5,1.5,4.2,6.5,H
ManCity,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.4,4.5,9,1.44,4.33,7,1.4,4.75,7.5,H
AstonVilla,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.8,3.6,4.5,1.83,3.5,4.33,1.75,3.75,4.5,D
Bolton,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.83,3.5,4.5,1.8,3.5,4.5,1.83,3.4,4.5,A
Everton,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.7,3.2,2.7,2.8,3.3,2.5,2.8,3,2.7,H
Newcastle,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.91,3.4,4.2,1.91,3.4,4,2,3.2,4,H
Tottenham,Blackpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.3,5.5,10,1.33,5,9,1.33,5,9,D
WestHam,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.95,3.6,3.8,1.91,3.4,4,2.05,3.4,3.6,D
ManUnited,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.38,3.25,3.1,2.38,3.25,3,2.4,3,3.25,H
Stoke,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.5,3.75,1.67,5,3.75,1.67,5,3.5,1.73,H
Wolves,WestBrom,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.4,3.5,2.2,3.3,3.3,2.2,3.2,3.4,H
Fulham,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.88,3.25,2.5,2.8,3.3,2.5,2.8,3.2,2.5,A
ManCity,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.91,3.4,4.2,1.91,3.4,4,1.95,3.3,4,H
Blackburn,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5,3.6,1.73,5,3.75,1.67,5,3.4,1.75,D
Blackpool,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.4,3.25,2.2,3.5,3.1,2.2,3.5,3.1,H
Sunderland,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,3.25,2.88,2.62,3.3,2.62,2.5,3.3,2.75,A
WestBrom,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.63,3.25,2.75,2.62,3.3,2.62,2.7,3.1,2.7,H
Arsenal,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.36,5,8.5,1.36,5,8,1.4,4.5,8,A
Birmingham,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.25,3.4,2.2,3.3,3.3,2.3,3.1,3.3,A
Chelsea,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.25,6,11,1.22,6.5,11,1.25,5,15,D
Liverpool,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.73,3.8,4.75,1.73,3.75,4.5,1.8,3.5,4.5,A
Wigan,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.4,3.5,2.2,3.4,3.2,2.15,3.3,3.4,H
ManCity,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.36,4.75,9,1.4,4.5,8,1.4,4.33,8.5,H
AstonVilla,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.2,3.4,2.25,3,3.25,2.38,2.62,3.2,2.3,H
Bolton,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5,3.75,1.7,5,3.75,1.67,4.33,3.5,1.73,A
Everton,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.1,3.25,2.38,3.1,3.3,2.3,2.62,3.2,2.3,H
Fulham,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.75,3.6,1.95,3.6,3.5,2,3.5,3.4,1.95,D
ManUnited,Blackpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.6,4,5.5,1.53,4.33,5.5,1.57,3.8,5,H
Newcastle,WestBrom,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.5,3.75,2,3.5,3.6,1.91,3.3,3.3,D
Stoke,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.75,3.6,2.4,2.88,3.4,2.38,2.7,3.2,2.3,A
Tottenham,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.53,4,6.5,1.57,4,5.5,1.53,3.6,5,H
WestHam,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.5,3.75,2,3.4,3.75,1.95,3.3,3.25,A
Wolves,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3,3.75,2.1,3.2,3.6,2,3.1,3.3,A
AstonVilla,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.67,3.6,5.5,1.67,3.3,4.5,1.7,3.4,5.5,A
Blackburn,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.6,3.25,2.1,3,3.2,2.1,3.5,3.2,2.15,A
Bolton,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.25,3.25,3.25,2.1,3.2,3,2.3,3.2,3.2,A
Chelsea,Hull,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.17,6.5,21,1.17,5.5,12,1.17,6.5,21,H
Everton,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.2,3.25,2.3,2.88,3,2.25,3.2,3.2,2.3,A
Portsmouth,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.63,3.2,2.75,2.38,3.2,2.6,2.75,3.2,2.6,A
Stoke,Burnley,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.91,3.3,4.33,1.91,3.2,3.5,2,3.2,4,H
Wolves,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.63,3.3,2.7,2.38,3.2,2.6,2.62,3.2,2.7,A
ManUnited,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.2,6,17,1.17,5.5,12,1.2,5.5,19,H
Tottenham,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.2,3.25,2.3,3,3.2,2.1,3.2,3.2,2.3,H
Sunderland,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6.5,4,1.53,6.5,3.6,1.57,7.5,3.8,1.5,A
Wigan,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.73,3.6,5.25,1.73,3.5,5,1.8,3.25,5,A
Birmingham,Portsmouth,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.3,4,2.1,3.3,3.5,2.05,3.25,3.75,H
Burnley,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9.5,5,1.33,12,5,1.29,11,4.5,1.33,H
Hull,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.75,3.5,2,4,3.2,2,4,3.2,2,A
Liverpool,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.25,5.5,13,1.3,4.5,13,1.25,5,15,H
Arsenal,Portsmouth,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.17,7,19,1.2,6,15,1.17,6.5,19,H
Birmingham,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.3,3.2,3.25,2.25,3.25,3.25,2.3,3.2,3.2,D
Hull,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.6,3.25,2.8,2.5,3.25,2.8,2.5,3.2,2.88,H
ManCity,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.33,4.5,12,1.33,5,9,1.36,4.33,10,H
Sunderland,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.25,3.75,2.1,3.6,3.25,2.1,3.2,3.6,H
Wigan,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6.5,4,1.53,7,4,1.5,7,3.75,1.53,A
Burnley,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.4,3.3,2.2,3.2,3.2,2.3,3.2,3.3,2.25,H
Fulham,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6.5,3.8,1.57,7,3.75,1.53,7,3.5,1.57,A
WestHam,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.1,3.25,2.38,3,3.25,2.38,3.1,3.3,2.3,A
Liverpool,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.44,4.2,8,1.4,4.5,8,1.44,4,8,A
Blackburn,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.3,3.5,2.1,3.2,3,2.2,3.2,3.4,D
Bolton,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7,4,1.53,5,3.5,1.57,7,3.75,1.53,A
Chelsea,Burnley,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.14,8,21,1.14,6,12,1.14,7,21,H
ManUnited,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.3,3.5,2,3,3.5,2.15,3.2,3.5,H
Stoke,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.38,3.25,3.2,2.2,3.2,2.8,2.38,3.1,3.1,H
Tottenham,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.36,4.75,9,1.33,4,8,1.33,4.6,10,H
Wolves,Hull,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.3,3.6,2.1,3.2,3,2.1,3.25,3.6,D
AstonVilla,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.73,3.6,5.25,1.73,3.4,4,1.73,3.4,5.25,H
Everton,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.73,3.6,5.25,1.8,3.2,4,1.75,3.3,5.25,H
Portsmouth,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6.5,3.8,1.57,4.5,3.5,1.62,6,3.8,1.57,A
Blackburn,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.83,3.5,4.5,1.83,3.4,4.5,1.85,3.3,4.5,H
Liverpool,Burnley,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.2,6.5,15,1.17,7,15,1.17,6.5,17,H
ManCity,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.88,3.25,2.5,3,3.25,2.38,2.9,3.3,2.4,H
Portsmouth,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.6,3.2,2.8,2.6,3.25,2.7,2.5,3.2,2.88,A
Stoke,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9,4.5,1.4,8,4.5,1.4,9,4.6,1.36,A
Sunderland,Hull,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.75,3.5,5,1.8,3.25,5,1.75,3.3,5.25,H
Tottenham,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.1,3.4,2.3,3.1,3.4,2.25,3.1,3.3,2.3,A
Wigan,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.3,3.25,3.25,2.25,3.3,3.2,2.25,3.2,3.25,H
Birmingham,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.4,3.25,2.25,3.3,3.2,2.25,3.4,3.2,2.2,A
Fulham,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.6,3.2,2.8,2.5,3.3,2.8,2.62,3.2,2.7,H
Arsenal,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.25,5.5,13,1.22,6.5,11,1.22,5.5,15,H
AstonVilla,Portsmouth,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.4,4.2,10,1.36,4.5,9,1.4,4.2,9,H
Bolton,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.25,3.75,2.1,3.25,3.6,2.05,3.25,3.75,D
Burnley,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.88,3.25,2.5,2.8,3.3,2.5,2.88,3.2,2.5,H
Hull,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.4,3.25,3,2.3,3.3,3.1,2.38,3.25,3,A
WestHam,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6.5,4,1.53,6,3.75,1.57,6.5,3.8,1.53,A
Chelsea,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.5,4,7,1.5,4,7,1.44,4.2,7.5,H
Everton,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.8,3.3,5,1.8,3.5,4.5,1.8,3.4,4.6,H
ManUnited,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.57,4,6,1.62,3.75,5.5,1.62,3.75,5.5,H
Wolves,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,3.25,2.88,2.6,3.3,2.62,2.5,3.2,2.88,H
Birmingham,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.25,3.4,2.25,3.25,3.25,2.2,3.3,3.25,A
Blackburn,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.1,3.25,2.38,3.1,3.25,2.3,3.1,3.3,2.25,H
Fulham,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6.5,4,1.53,6.5,3.6,1.57,7.5,3.75,1.5,A
Liverpool,Hull,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.14,7.5,23,1.14,7.5,17,1.14,7,19,H
Portsmouth,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.2,3.4,1.91,4.33,3.5,1.83,4,3.3,1.95,A
Stoke,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8.5,4.5,1.4,10,4.5,1.33,9,4.5,1.36,A
Tottenham,Burnley,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.33,5,10,1.3,5,10,1.33,4.8,9,H
Wigan,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10,5,1.33,11,5,1.29,10,5,1.3,H
Sunderland,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.73,3.6,5,1.73,3.5,5,1.7,3.6,5,H
ManCity,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.44,4.33,7.5,1.4,4.5,8,1.4,4.33,8,H
Bolton,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.8,3.6,1.95,4,3.4,1.91,4,3.4,1.91,D
Burnley,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.3,3.25,3.2,2.2,3.3,3.3,2.1,3.2,3,H
Hull,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.88,3.3,2.5,2.88,3.3,2.4,2.62,3.2,2.3,H
ManUnited,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.2,6.5,15,1.2,6.5,13,1.17,5.5,12,D
Wolves,Portsmouth,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.4,3.8,2,3.4,3.75,1.91,3.25,3.4,A
Arsenal,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.2,6.5,15,1.2,6.5,13,1.2,5,11,H
Chelsea,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.3,3.6,2.1,3.2,3.6,2.1,3.1,3.1,H
Everton,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.57,4,6,1.57,3.6,6.5,1.53,3.5,5.5,D
WestHam,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.25,3.4,2.2,3.3,3.3,2,3.2,3.2,D
AstonVilla,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.75,3.25,2.63,2.62,3.3,2.62,2.62,3.3,2.62,D
Arsenal,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.17,7,19,1.17,7,15,1.17,7,17,H
AstonVilla,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.5,3.6,1.8,4.5,3.5,1.8,4.6,3.4,1.8,H
Everton,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.44,4.2,6.5,1.5,4,7,1.44,4,8,D
ManUnited,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.2,5.5,13,1.2,6.5,13,1.2,5,11,H
Portsmouth,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.5,3.5,1.83,4.5,3.5,1.8,4.6,3.4,1.8,A
Stoke,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.3,3.6,2.1,3.3,3.5,2.15,3.3,3.4,H
Sunderland,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.2,3.4,1.91,4.5,3.5,1.8,4.6,3.4,1.8,H
Blackburn,Burnley,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.73,3.6,5,1.8,3.5,4.5,1.75,3.4,5,H
Wigan,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5,3.6,1.73,5,3.5,1.73,5,3.5,1.73,D
Fulham,Hull,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.67,3.6,5.5,1.62,3.75,5.5,1.62,3.75,5.5,H
