% 1. Title: Premiership Data 2013 Season

% 2. Source: http://www.football-data.co.uk/data.php



@relation Premiership2013
@attribute 'HomeTeam' { Arsenal, AstonVilla, Birmingham, Blackburn, Blackpool, Bolton, Bradford, Burnley, Charlton, Chelsea, Coventry, CrystalPalace, Derby, Everton, Fulham, Hull, Ipswich, Leeds, Leicester, Liverpool, ManCity, ManUnited, Middlesbrough, Newcastle, Norwich, NottinghamForest, Portsmouth, QPR, Reading, Southampton, Stoke, Sunderland, Swansea, Tottenham, WestBrom, WestHam, Wigan, Wolves }
@attribute 'AwayTeam' { Arsenal, AstonVilla, Birmingham, Blackburn, Blackpool, Bolton, Bradford, Burnley, Charlton, Chelsea, Coventry, CrystalPalace, Derby, Everton, Fulham, Hull, Ipswich, Leeds, Leicester, Liverpool, ManCity, ManUnited, Middlesbrough, Newcastle, Norwich, NottinghamForest, Portsmouth, QPR, Reading, Southampton, Stoke, Sunderland, Swansea, Tottenham, WestBrom, WestHam, Wigan, Wolves }
@attribute 'FullTimeHomeTeamGoals' numeric
@attribute 'FullTimeAwayTeamGoals' numeric
@attribute 'HalfTimeHomeTeamGoals' numeric
@attribute 'HalfTimeAwayTeamGoals' numeric
@attribute 'HomeTeamShots' numeric
@attribute 'AwayTeamShots' numeric
@attribute 'HomeTeamShotsOnTarget' numeric
@attribute 'AwayTeamShotsOnTarget' numeric
@attribute 'HomeTeamFoulsCommitted' numeric
@attribute 'AwayTeamFoulsCommitted' numeric
@attribute 'HomeTeamCorners' numeric
@attribute 'AwayTeamCorners' numeric
@attribute 'HomeTeamYellowCards' numeric
@attribute 'AwayTeamYellowCards' numeric
@attribute 'HomeTeamRedCards' numeric
@attribute 'AwayTeamRedCards' numeric
@attribute 'Bet365HomeWinOdds' numeric
@attribute 'Bet365DrawOdds' numeric
@attribute 'Bet365AwayWinOdds' numeric
@attribute 'LadbrooksHomeWinOdds' numeric
@attribute 'LadbrooksDrawOdds' numeric
@attribute 'LadbrooksAwayWinOdds' numeric
@attribute 'WilliamHillHomeWinOdds' numeric
@attribute 'WilliamHillDrawOdds' numeric
@attribute 'WilliamHillAwayWinOdds' numeric
@attribute 'class' { D,H,A }
@data
Newcastle,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.72,3.5,4.75,1.66,3.2,5,?,?,?,H
Reading,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.2,3.25,2.1,3,3.2,?,?,?,A
Arsenal,Portsmouth,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.5,3.75,7,1.44,3.6,6.5,?,?,?,H
AstonVilla,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.5,3.6,1.61,5,3.25,1.61,?,?,?,H
Blackburn,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.2,3.25,2.1,3,3.2,?,?,?,H
Birmingham,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.37,3.25,3,2.25,3.2,2.75,?,?,?,H
Chelsea,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.36,4.33,10,1.4,3.75,7,?,?,?,D
Everton,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.5,3.5,1.8,3.75,3.2,1.83,?,?,?,A
Portsmouth,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5,3.5,1.72,4.5,3.1,1.73,?,?,?,D
Sunderland,Reading,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.25,3.25,3.2,2.25,3.2,2.75,?,?,?,H
Tottenham,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.8,3.2,2.5,2.6,3.2,2.38,?,?,?,A
WestHam,Middlesbrough,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.4,3.75,1.83,3.2,3.75,?,?,?,H
Wigan,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.25,3.6,2.1,3.2,3,?,?,?,D
ManCity,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.37,3.25,3,2.1,3.2,3,?,?,?,H
Derby,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.33,3.25,1.9,3.5,3.2,1.91,?,?,?,H
Arsenal,Derby,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.14,7,23,1.16,5.5,12,?,?,?,H
Fulham,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,3.25,2.8,2.5,3.2,2.5,?,?,?,D
Liverpool,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.22,5.25,17,1.22,5,10,?,?,?,D
Middlesbrough,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.2,3.6,1.9,3.2,3.5,?,?,?,D
Reading,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.2,3.6,2.1,3.2,3,?,?,?,H
AstonVilla,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.25,3.2,3.25,2.1,3,3.2,?,?,?,H
Blackburn,Portsmouth,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.9,3.3,4.2,1.8,3,4.33,?,?,?,A
Bolton,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.8,3.25,2.5,2.6,3.2,2.37,?,?,?,D
ManUnited,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.25,4,1.9,3.2,3.5,?,?,?,H
Newcastle,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.4,3.75,1.83,3.2,3.75,?,?,?,H
Birmingham,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6.5,4,1.53,6,3.5,1.5,?,?,?,A
Chelsea,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.3,5,12,1.4,3.75,7,?,?,?,D
Derby,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.7,3.25,2.62,2.25,3.2,2.75,?,?,?,D
ManCity,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.25,3.25,3.3,2,3.2,3.2,?,?,?,H
Portsmouth,Reading,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.72,3.4,5.5,1.72,3.2,4.33,?,?,?,H
Sunderland,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.75,3.25,2.62,2.5,3.2,2.5,?,?,?,A
WestHam,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.5,3.5,1.83,4,3.2,1.8,?,?,?,A
Wigan,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6.5,3.8,1.57,5,3.5,1.57,?,?,?,A
Everton,Middlesbrough,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.8,3.5,4.75,1.66,3.3,4.5,?,?,?,H
Tottenham,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.9,3.25,4.33,1.9,3.2,3.5,?,?,?,D
AstonVilla,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.83,3.6,4.33,1.9,3.2,3.5,?,?,?,H
ManUnited,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.16,6.5,21,1.16,5.5,12,?,?,?,H
Arsenal,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.16,6.5,23,1.2,5,11,?,?,?,H
Blackburn,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.66,3.75,5.5,1.61,3.5,4.5,?,?,?,H
Bolton,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5,3.6,1.72,5,3.2,1.66,?,?,?,A
Fulham,Portsmouth,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.62,3.25,2.75,2.5,3.2,2.5,?,?,?,A
Liverpool,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.53,4,6.5,1.53,3.5,5.5,?,?,?,D
ManCity,Middlesbrough,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.66,3.6,5.5,1.57,3.5,5,?,?,?,H
Newcastle,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.3,3.6,2.1,3.2,3,?,?,?,H
Reading,Derby,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.72,3.6,5,1.72,3.4,4,?,?,?,H
Arsenal,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.25,5.25,15,1.22,5,10,?,?,?,H
AstonVilla,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.5,3.6,1.8,4.5,3.1,1.72,?,?,?,A
Blackburn,Reading,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.7,3.5,5.5,1.61,3.25,5,?,?,?,H
Everton,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.6,3.3,2.1,3.2,3,2.1,?,?,?,A
Fulham,Derby,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.72,3.5,5.25,1.72,3.2,4.33,?,?,?,D
ManCity,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.57,3.6,7,1.57,3.25,5.5,?,?,?,H
Middlesbrough,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6,3.75,1.61,5,3.25,1.61,?,?,?,A
Wigan,Portsmouth,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.1,3.25,2.37,2.75,3.2,2.25,?,?,?,A
WestHam,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.9,3.25,4.5,1.8,3.2,4,?,?,?,H
Newcastle,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.37,3.3,3,2.2,3.2,2.8,?,?,?,H
Birmingham,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.3,3.6,2,3.2,3.2,?,?,?,H
Chelsea,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.5,4,7,1.5,3.3,6.5,?,?,?,H
ManUnited,Middlesbrough,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.18,6.5,19,1.16,5.5,12,?,?,?,H
Portsmouth,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.8,3.5,4.75,1.72,3.2,4.33,?,?,?,D
Reading,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.75,3.25,2.5,2.37,3.2,2.6,?,?,?,H
Sunderland,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.3,3.6,2.1,3.2,3,?,?,?,D
Bolton,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.7,3.3,2.62,2.5,3.2,2.5,?,?,?,D
Derby,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.6,3.3,2.1,2.75,3.2,2.25,?,?,?,A
Liverpool,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,3.25,2.8,2.37,3,2.75,?,?,?,D
Tottenham,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.4,3.25,2.1,3.2,3,?,?,?,A
Arsenal,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,3.1,3,2.38,3,2.75,2.25,3,2.88,D
AstonVilla,Derby,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.4,4.33,9,1.44,3.6,6.5,1.4,3.75,7,H
Blackburn,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,3.3,2.37,2.75,3.2,2.25,2.8,3.1,2.25,D
Everton,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.66,3.5,5.75,1.62,3.25,5,1.62,3.3,5,H
Fulham,Reading,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.25,3.4,2.25,3.2,2.75,2.2,3.1,2.88,H
Middlesbrough,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,3.25,2.4,2.4,3.25,2.5,2.62,3.1,2.38,D
Newcastle,Portsmouth,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.3,3.6,2.1,3.2,3,2.1,3.1,3.1,A
Wigan,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9,4.33,1.4,6.5,3.6,1.44,7,3.75,1.4,A
WestHam,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.9,3.3,4.33,1.8,3.2,4,1.8,3.1,4,D
ManCity,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.61,3.75,6,1.53,3.5,5.5,1.57,3.3,5.5,H
Derby,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.25,3.4,2.2,2.75,3.2,2.25,2.88,3.1,2.2,A
Liverpool,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.22,5,13,1.3,4,9,1.29,4.2,9,H
Sunderland,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.87,3.25,2.5,2.5,3.2,2.5,2.62,2.9,2.5,D
Birmingham,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.7,3.2,2.7,2.6,3,2.5,2.62,2.9,2.5,A
Bolton,Middlesbrough,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.4,3.5,2.1,3.2,3,2,3.2,3.2,D
Chelsea,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.33,5,10,1.36,3.75,8,1.33,4,8,D
ManUnited,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.33,4.5,8.5,1.36,3.75,8,1.36,3.75,8,H
Portsmouth,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.4,3.8,2,3.2,3.2,2,3.2,3.2,D
Tottenham,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.44,4.2,8,1.5,3.5,6,1.44,3.6,6.5,H
Reading,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7,4,1.5,6,3.75,1.44,6,3.4,1.5,A
Arsenal,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.16,7,17,1.14,6,12,1.14,5.5,15,H
Birmingham,Portsmouth,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.2,3.3,2.3,2.75,3.2,2.25,2.6,3.1,2.4,A
Bolton,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9,4.33,1.4,7,3.75,1.4,6.5,3.6,1.44,H
Derby,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,15,6,1.22,8,4.5,1.28,8,4.5,1.29,A
Everton,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.61,3.6,6.5,1.53,3.5,5.5,1.62,3.3,5,H
ManCity,Reading,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.57,3.75,6.5,1.53,3.5,5.5,1.57,3.3,5.5,H
Middlesbrough,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.75,3.25,2.6,2.6,3.2,2.37,2.5,3.1,2.5,A
Newcastle,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.8,3.3,2,3.2,3.2,2,3.3,3.25,1.95,A
Fulham,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.87,3.25,2.5,2.75,3.2,2.25,2.6,3.1,2.4,D
WestHam,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.75,3.25,2.6,2.37,3.2,2.6,2.4,3.1,2.6,D
Blackburn,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.25,3.4,2,3,3.5,2.05,3.1,3.2,A
AstonVilla,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4,3.3,2,4,3.2,1.8,3.75,3.2,1.83,A
Blackburn,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.9,3.4,4.2,1.72,3.2,4.33,1.83,3.2,3.75,H
Chelsea,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.25,5.5,13,1.33,4,8,1.25,4.5,10,H
Portsmouth,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.25,3.4,2.1,3.2,3,2,3.1,3.3,D
Reading,Middlesbrough,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.3,4,1.83,3.2,3.75,1.8,3.25,3.8,D
Sunderland,Derby,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.66,3.6,5.5,1.66,3.3,4.5,1.62,3.3,5,H
Wigan,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,3.25,2.4,3,3.2,2.1,2.8,3.1,2.25,D
Liverpool,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.28,5,13,1.3,4.2,9,1.3,4.2,8.5,H
Tottenham,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.44,4.2,8,1.44,3.6,6.5,1.4,3.75,7,A
ManUnited,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.2,6,17,1.16,5.5,12,1.14,5.5,15,H
Newcastle,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6,3.75,1.61,5,3.5,1.57,5,3.3,1.62,D
AstonVilla,Portsmouth,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.3,3.6,2.1,3.2,3,1.95,3.1,3.5,A
Chelsea,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.16,6.5,21,1.16,5.5,12,1.14,5.5,15,H
Everton,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.57,3.75,6.5,1.57,3.25,5.5,1.57,3.3,5.5,H
ManUnited,Derby,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.11,8.5,26,1.11,6.5,15,1.1,6.5,17,H
Newcastle,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.8,3.5,4.75,1.83,3.2,3.75,1.91,3.2,3.5,H
Reading,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.5,3.6,1.66,5.5,3.25,1.57,5,3.3,1.62,H
Blackburn,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.83,3.5,4.5,1.72,3.2,4.33,1.73,3.2,4.33,A
Bolton,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.4,3.8,1.83,3.2,3.75,1.95,3.1,3.5,H
Middlesbrough,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7,3.8,1.53,6.5,3.6,1.44,6.5,3.6,1.44,H
Tottenham,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.3,3.75,2.1,3.2,3,1.95,3.1,3.5,H
Birmingham,Reading,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.25,3.4,2.1,3.2,3,2.1,3.2,3,D
Derby,Middlesbrough,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.1,3.25,2.37,2.6,3.2,2.37,2.6,3.1,2.4,A
Fulham,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,3.25,2.87,2.37,3.2,2.6,2.4,3.1,2.6,A
ManCity,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.83,3.25,5,1.66,3.3,4.5,1.73,3.2,4.33,H
Portsmouth,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.25,3.4,2,3.2,3.2,2.05,3.2,3.1,A
Sunderland,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.25,3.25,2.3,2.75,3.2,2.25,2.75,3.1,2.3,D
WestHam,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,3.25,2.87,2.37,3.2,2.6,2.3,3.2,2.62,A
Wigan,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.25,3.25,2.3,2.6,3.2,2.37,2.8,3.1,2.25,H
Arsenal,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,3,3.1,2.37,2.75,3,2.25,3,2.88,H
Liverpool,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.62,3.1,2.87,2.62,2.8,2.62,2.6,2.8,2.6,A
Arsenal,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.5,4,7.5,1.53,3.5,5.5,1.5,3.4,6,H
AstonVilla,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.3,3.6,2,3,3.5,2,3.1,3.3,D
Bolton,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.9,3.3,4.33,1.9,3.2,3.5,1.8,3.3,3.75,H
Fulham,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.3,3.6,2.1,3.2,3,2,3.2,3.2,D
Liverpool,Portsmouth,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.5,4,7,1.57,3.25,5.5,1.5,3.4,6,H
Middlesbrough,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.3,3.3,3.2,2.25,3.2,2.75,2.15,3.2,2.9,A
Reading,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.9,3.3,4.33,1.8,3.2,4,1.8,3.3,3.75,H
Blackburn,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.2,3.4,1.9,3.75,3.2,1.83,3.75,3.2,1.83,A
ManUnited,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.36,4.75,9,1.4,3.75,7,1.36,3.75,8,H
Newcastle,Derby,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.33,4.75,11,1.4,3.75,7,1.33,4,8,D
Birmingham,Middlesbrough,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.25,3.3,3.25,2.1,3.2,3,2.15,3.2,2.9,H
Chelsea,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.4,4.33,9,1.4,3.75,7,1.4,3.75,7,D
Derby,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13,5,1.28,8,4,1.33,8.5,4.8,1.25,A
Everton,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.7,3.5,5.5,1.61,3.5,4.5,1.67,3.4,4.33,H
Portsmouth,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.5,3.5,1.83,4.5,3.3,1.66,4.33,3.4,1.67,D
Sunderland,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8.5,4.5,1.4,7,3.75,1.4,7,3.75,1.4,A
Tottenham,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.44,4.2,8,1.44,3.6,6.5,1.4,3.75,7,H
WestHam,Reading,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.9,3.3,4.33,1.8,3.2,4,1.91,3.25,3.4,D
Wigan,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.7,3.3,2.6,2.5,3.2,2.5,2.5,3.1,2.5,H
ManCity,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.3,3.6,1.9,3.25,3.4,2,3.3,3.1,D
Birmingham,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.9,3.4,4.2,1.73,3.2,4.33,1.8,3.3,3.75,D
Chelsea,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.4,4.33,9,1.33,3.75,9,1.33,4.2,7.5,H
Everton,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.5,3.4,2.1,3,3,2.2,3.1,3.1,2.1,A
Portsmouth,Middlesbrough,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.66,3.6,5.5,1.62,3.5,4.5,1.57,3.3,5.5,A
Sunderland,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,3.25,2.87,2.38,3.2,2.6,2.6,3.1,2.4,H
Tottenham,Reading,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.5,4,7,1.53,3.5,5.5,1.5,3.6,5.5,H
WestHam,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7,4,1.5,5,3.5,1.57,6,3.4,1.5,H
Wigan,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.25,3.3,2.25,2.75,3.2,2.25,2.62,3.2,2.3,A
Derby,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4,3.5,1.9,4,3.2,1.8,3.75,3.3,1.8,A
ManCity,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.6,3.3,2.1,3,3.2,2.1,3.2,3.1,2.05,D
Arsenal,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.33,5,10,1.36,3.75,8,1.29,4.5,8,H
AstonVilla,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.37,3.3,3,2.2,3.25,2.75,2.2,3.2,2.8,H
Fulham,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7,4,1.5,6,3.5,1.5,6,3.4,1.5,A
ManUnited,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.16,7,19,1.17,5.5,12,1.17,5,15,H
Middlesbrough,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,3.25,2.4,2.5,3.25,2.4,2.62,3.2,2.3,A
Reading,Portsmouth,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.87,3.3,2.5,2.38,3.25,2.6,2.6,3.1,2.4,A
Blackburn,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.57,4,6,1.57,3.5,5,1.53,3.5,5.5,H
Bolton,Derby,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.53,4,6.5,1.53,3.5,5.5,1.5,3.4,6,H
Liverpool,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.2,5.5,12,1.22,5,10,1.22,4.8,10,D
Newcastle,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.25,3.3,3.25,2.25,3.2,2.75,2.25,3.1,2.8,A
Arsenal,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.2,6,17,1.16,5.5,12,1.17,5.5,12,D
AstonVilla,Reading,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.61,3.75,6,1.61,3.25,5,1.57,3.5,5,H
