% 1. Title: Premiership Data 2013 Season

% 2. Source: http://www.football-data.co.uk/data.php



@relation Premiership2013
@attribute 'HomeTeam' { Arsenal, AstonVilla, Birmingham, Blackburn, Blackpool, Bolton, Burnley, Chelsea, Derby, Everton, Fulham, Hull, Liverpool, ManCity, ManUnited, Middlesbrough, Newcastle, Norwich, NottinghamForest, Portsmouth, QPR, Reading, Southampton, Stoke, Sunderland, Swansea, Tottenham, WestBrom, WestHam, Wigan, Wolves }
@attribute 'AwayTeam' { Arsenal, AstonVilla, Birmingham, Blackburn, Blackpool, Bolton, Burnley, Chelsea, Derby, Everton, Fulham, Hull, Liverpool, ManCity, ManUnited, Middlesbrough, Newcastle, Norwich, NottinghamForest, Portsmouth, QPR, Reading, Southampton, Stoke, Sunderland, Swansea, Tottenham, WestBrom, WestHam, Wigan, Wolves }
@attribute 'FullTimeHomeTeamGoals' numeric
@attribute 'FullTimeAwayTeamGoals' numeric
@attribute 'HalfTimeHomeTeamGoals' numeric
@attribute 'HalfTimeAwayTeamGoals' numeric
@attribute 'HomeTeamShots' numeric
@attribute 'AwayTeamShots' numeric
@attribute 'HomeTeamShotsOnTarget' numeric
@attribute 'AwayTeamShotsOnTarget' numeric
@attribute 'HomeTeamFoulsCommitted' numeric
@attribute 'AwayTeamFoulsCommitted' numeric
@attribute 'HomeTeamCorners' numeric
@attribute 'AwayTeamCorners' numeric
@attribute 'HomeTeamYellowCards' numeric
@attribute 'AwayTeamYellowCards' numeric
@attribute 'HomeTeamRedCards' numeric
@attribute 'AwayTeamRedCards' numeric
@attribute 'Bet365HomeWinOdds' numeric
@attribute 'Bet365DrawOdds' numeric
@attribute 'Bet365AwayWinOdds' numeric
@attribute 'WilliamHillHomeWinOdds' numeric
@attribute 'WilliamHillDrawOdds' numeric
@attribute 'WilliamHillAwayWinOdds' numeric
@attribute 'class' { D,H,A }
@data
Tottenham,Liverpool,2,1,0,1,20,12,13,8,6,16,5,8,0,5,0,0,2,3.4,3.8,2,3.2,4,H
Arsenal,Fulham,2,1,1,1,15,11,9,7,7,5,3,7,0,0,0,0,1.29,5.25,12,1.3,5,11,H
Birmingham,Tottenham,1,1,0,1,13,10,5,5,14,7,6,11,1,1,0,0,3.5,3.4,2.1,3.3,3.4,2.15,D
Blackburn,Wolves,3,0,2,0,10,10,7,7,9,11,8,11,0,2,0,0,1.73,3.6,5,1.8,3.6,4.33,H
Chelsea,Everton,1,1,1,0,12,16,5,7,7,11,7,2,1,4,0,0,1.36,4.75,9,1.4,4.2,9,D
ManCity,Bolton,1,0,1,0,19,7,10,2,12,18,8,8,3,2,1,0,1.53,4,6.5,1.57,3.6,6.5,H
Wigan,Stoke,2,2,2,2,15,11,8,7,11,10,5,4,1,4,0,0,2.75,3.2,2.63,2.7,3.1,2.7,D
Sunderland,WestHam,1,0,1,0,17,8,12,2,6,8,9,3,1,3,0,0,1.83,3.5,4.5,1.83,3.5,4.33,H
WestBrom,Newcastle,3,1,1,0,20,11,12,7,11,9,7,3,0,5,0,0,2.25,3.3,3.25,2.3,3.3,3.1,H
Liverpool,AstonVilla,3,0,2,0,12,5,7,2,12,13,4,3,0,1,0,0,1.62,3.75,6,1.62,3.6,6,H
AstonVilla,WestBrom,2,1,1,0,6,11,3,4,8,14,6,13,0,2,0,0,2.1,3.3,3.6,2.05,3.4,3.5,H
Everton,Wigan,0,0,0,0,16,5,8,4,13,18,9,4,2,4,0,0,1.4,4.5,9,1.44,4.2,7.5,D
Fulham,Sunderland,0,0,0,0,14,11,13,2,14,10,4,3,0,1,0,0,2.2,3.25,3.4,2.2,3.2,3.4,D
Newcastle,Liverpool,3,1,1,0,8,16,5,7,19,13,2,5,2,1,0,0,3.8,3.4,2,3.5,3.25,2.1,H
Stoke,Blackpool,0,1,0,0,16,10,5,5,12,11,10,4,0,2,0,0,1.62,4,5.5,1.62,3.75,5.5,A
WestHam,ManCity,1,3,0,1,13,12,3,7,10,13,2,6,1,3,0,0,4.5,3.6,1.8,4.33,3.5,1.83,A
Bolton,Blackburn,2,1,0,0,12,16,7,11,12,13,3,10,4,3,1,0,2,3.3,4,2.1,3.3,3.5,H
Tottenham,Chelsea,1,1,1,0,10,13,3,7,9,13,1,7,2,2,0,0,2.8,3.25,2.6,2.88,3.3,2.4,D
Wolves,Birmingham,1,0,1,0,14,3,9,0,9,15,7,2,2,4,0,0,2.4,3.25,3,2.4,3.2,3,H
ManUnited,Arsenal,1,0,1,0,14,11,10,6,7,16,5,4,0,4,0,0,2,3.4,3.8,2,3.4,3.75,H
Blackburn,WestHam,1,1,0,0,13,11,5,3,12,10,9,4,2,3,0,0,1.8,3.6,4.5,1.83,3.4,4.5,D
Sunderland,Bolton,1,0,1,0,13,12,5,8,6,13,2,5,1,3,0,0,2.2,3.2,3.5,2.2,3.2,3.4,H
ManCity,Everton,1,2,0,2,25,4,15,3,8,13,11,0,3,2,1,1,1.73,3.6,5,1.75,3.5,4.8,A
AstonVilla,Tottenham,1,2,0,1,26,13,15,8,13,11,8,4,3,3,0,1,3.2,3.3,2.3,3.1,3.25,2.3,A
Blackburn,Stoke,0,2,0,0,12,11,8,9,12,20,5,3,1,4,0,0,2.3,3.2,3.2,2.3,3.2,3.1,A
Bolton,WestBrom,2,0,1,0,12,15,8,9,8,8,5,7,1,1,0,0,2.1,3.25,3.75,2.1,3.3,3.5,H
Fulham,WestHam,1,3,1,2,13,10,6,7,12,10,8,4,1,1,0,0,1.91,3.4,4.2,1.95,3.2,4.2,A
ManUnited,Sunderland,2,0,1,0,14,6,10,2,9,10,5,3,0,2,0,0,1.29,5.5,11,1.29,5,11,H
Newcastle,ManCity,1,3,0,2,20,9,10,6,7,15,6,3,1,5,0,0,3.25,3.25,2.25,3.1,3.2,2.3,A
Wolves,Wigan,1,2,0,2,8,13,4,8,7,14,7,3,1,3,0,0,2.1,3.3,3.6,2.15,3.1,3.6,A
Arsenal,Chelsea,3,1,1,0,10,10,8,4,12,16,4,6,2,3,0,0,2.63,3.2,2.75,2.6,3.1,2.8,H
Birmingham,ManUnited,1,1,0,0,8,10,3,4,10,11,4,4,3,3,0,0,6.5,4.33,1.5,6.5,3.8,1.53,D
ManCity,AstonVilla,4,0,3,0,11,9,8,4,14,12,8,6,1,2,0,0,1.44,4.2,8,1.44,4.2,7.5,H
Stoke,Fulham,0,2,0,2,14,4,8,3,8,12,9,2,1,2,0,0,1.83,3.4,4.75,1.91,3.3,4.2,A
Sunderland,Blackpool,0,2,0,0,32,9,16,4,6,5,9,2,2,0,0,0,1.62,3.75,6,1.62,3.75,5.5,A
Tottenham,Newcastle,2,0,0,0,13,12,8,8,9,16,9,7,2,4,1,0,1.53,4,6.5,1.53,3.8,6.5,H
WestBrom,Blackburn,1,3,1,1,21,6,11,4,9,13,8,5,1,3,1,1,1.83,3.5,4.5,1.91,3.3,4.2,A
WestHam,Everton,1,1,1,1,11,13,2,5,12,15,4,7,1,0,0,0,3.4,3.2,2.25,3.2,3.2,2.25,D
Chelsea,Bolton,1,0,0,0,12,6,7,2,12,24,6,3,1,1,0,0,1.29,5.5,11,1.29,5,11,H
Liverpool,Wolves,0,1,0,0,9,7,5,3,8,11,2,8,1,1,0,0,1.33,5,10,1.33,4.5,11,A
Wigan,Arsenal,2,2,1,2,7,15,5,9,16,11,3,4,1,0,1,0,6.5,4.2,1.5,6.5,3.8,1.53,D
Birmingham,Arsenal,0,3,0,1,2,18,1,11,7,9,4,5,3,1,0,0,5.5,3.6,1.67,5,3.75,1.67,A
Liverpool,Bolton,2,1,0,1,16,10,7,4,11,16,7,4,2,2,0,0,1.7,3.75,5,1.73,3.5,5,H
ManCity,Blackpool,1,0,1,0,15,8,4,6,11,9,10,4,0,0,0,0,1.29,5.5,10,1.3,5,11,H
Stoke,Everton,2,0,1,0,7,15,3,10,14,8,1,5,4,1,0,0,2.63,3.2,2.75,2.7,3.1,2.75,H
Sunderland,Blackburn,3,0,2,0,13,11,7,3,13,9,3,2,1,2,0,0,1.83,3.5,4.5,1.85,3.4,4.4,H
Tottenham,Fulham,1,0,1,0,13,12,9,4,11,9,5,1,2,1,0,0,1.4,4.5,8.5,1.44,4.33,7,H
WestBrom,ManUnited,1,2,1,1,17,5,8,3,8,13,4,5,1,3,0,0,6,4.2,1.53,6,4,1.53,A
WestHam,Wolves,2,0,0,0,11,15,6,10,7,14,5,10,0,1,0,0,2,3.4,3.8,2,3.4,3.75,H
Chelsea,AstonVilla,3,3,1,1,15,16,10,10,17,11,9,6,2,7,0,0,1.25,5.5,13,1.25,5,15,D
Wigan,Newcastle,0,1,0,1,9,13,4,5,15,14,3,3,2,2,0,0,2.5,3.2,2.9,2.5,3.25,2.88,A
Blackpool,Birmingham,1,2,0,1,19,11,13,7,9,6,3,7,0,1,0,0,2.3,3.25,3.25,2.38,3.2,3,A
Fulham,WestBrom,3,0,1,0,12,12,6,4,7,9,7,4,0,1,0,0,2.2,3.25,3.4,2.2,3.2,3.4,H
ManUnited,Stoke,2,1,1,0,18,5,7,1,6,11,6,1,0,0,0,0,1.25,5.75,12,1.29,5.5,10,H
Arsenal,ManCity,0,0,0,0,13,5,8,0,6,12,7,2,0,2,1,1,1.91,3.6,4,1.91,3.6,3.8,D
AstonVilla,Sunderland,0,1,0,0,8,11,2,5,9,12,5,9,3,3,1,1,2.2,3.25,3.4,2.1,3.3,3.5,A
Blackburn,Liverpool,3,1,2,0,10,13,4,9,14,13,0,7,1,1,0,0,3.4,3.25,2.2,3.4,3.3,2.15,H
Bolton,Wigan,1,1,0,0,14,10,7,7,9,8,8,4,0,4,0,0,1.73,3.6,5,1.7,3.6,5,D
Everton,Tottenham,2,1,1,1,19,13,12,5,16,12,4,3,1,0,0,0,2.63,3.25,2.75,2.62,3.25,2.62,H
Newcastle,WestHam,5,0,3,0,11,13,7,6,10,10,4,3,0,4,0,0,1.83,3.6,4.33,1.91,3.5,4,H
Wolves,Chelsea,1,0,1,0,3,17,2,8,15,12,4,9,0,1,0,0,8,4.2,1.44,8.5,4.33,1.4,H
Blackpool,Liverpool,2,1,1,1,13,10,9,6,6,13,3,3,1,3,0,0,3.8,3.75,1.91,3.8,3.6,1.91,H
Chelsea,Blackburn,2,0,0,0,27,3,11,2,10,6,14,1,1,0,0,0,1.29,5.5,11,1.29,5.5,10,H
ManCity,Wolves,4,3,1,1,15,10,12,7,9,9,11,8,0,0,0,0,1.33,5,10,1.35,4.8,9,H
Stoke,Bolton,2,0,1,0,12,13,5,6,8,13,5,5,0,2,0,0,2.1,3.25,3.75,2.15,3.25,3.5,H
WestBrom,Blackpool,3,2,1,1,18,9,11,2,10,11,4,4,1,2,0,0,1.8,3.6,4.5,1.73,3.8,4.33,H
WestHam,Arsenal,0,3,0,2,7,19,6,13,8,7,4,10,1,0,0,0,6,4,1.57,5.5,4,1.57,A
Wigan,Fulham,1,1,0,0,8,14,5,5,21,7,3,11,4,2,0,0,2.5,3.25,2.88,2.5,3.2,2.88,D
Birmingham,AstonVilla,1,1,0,0,14,13,4,3,14,14,5,7,1,2,0,0,2.4,3.2,3.1,2.5,3.2,2.88,D
Liverpool,Everton,2,2,1,0,19,10,14,5,16,17,10,6,3,0,0,0,2.2,3.2,3.5,2.15,3.25,3.5,D
Sunderland,Newcastle,1,1,0,0,10,9,7,2,17,5,4,6,1,1,0,0,2.2,3.25,3.4,2.15,3.25,3.5,D
Tottenham,ManUnited,0,0,0,0,16,7,6,4,9,18,8,2,2,4,0,1,2.88,3.3,2.5,2.8,3.3,2.5,D
Arsenal,Wigan,3,0,1,0,23,3,15,1,6,14,8,1,0,1,0,1,1.2,6.5,15,1.22,6,13,H
AstonVilla,ManCity,1,0,1,0,10,24,8,14,11,11,2,13,1,1,0,0,3.5,3.4,2.1,3.4,3.3,2.15,H
Blackpool,Sunderland,1,2,0,2,13,11,7,6,13,9,10,4,2,0,0,0,2.5,3.25,2.88,2.5,3.2,2.8,A
Everton,WestHam,2,2,0,1,11,13,6,5,8,12,12,2,1,2,0,1,1.5,4,7.5,1.53,3.8,6.5,D
Fulham,Stoke,2,0,1,0,10,9,7,1,11,10,3,2,1,1,0,1,2.2,3.2,3.5,2.25,3.1,3.4,H
ManUnited,Birmingham,5,0,3,0,23,6,9,1,10,5,10,3,0,0,0,0,1.2,6.5,15,1.22,5.5,15,H
Newcastle,Tottenham,1,1,0,0,13,14,6,9,13,7,1,4,0,0,0,0,3.5,3.4,2.1,3.4,3.4,2.1,D
Wolves,Liverpool,0,3,0,1,11,15,4,10,6,17,5,4,0,3,0,0,3.4,3.2,2.25,3.2,3,2.38,A
Blackburn,WestBrom,2,0,1,0,17,24,12,20,4,6,9,9,0,1,0,0,2.25,3.3,3.25,2.3,3.2,3.2,H
Bolton,Chelsea,0,4,0,2,11,14,8,11,7,4,4,3,0,0,0,0,6,3.75,1.62,6,3.4,1.67,A
Blackpool,ManUnited,2,3,2,0,6,17,4,13,10,10,6,7,1,2,0,0,8,5,1.36,9,4.5,1.36,A
Wigan,AstonVilla,1,2,0,0,19,11,8,10,9,13,7,4,2,3,0,0,3.2,3.25,2.3,3.1,3.2,2.3,A
Liverpool,Fulham,1,0,0,0,11,12,7,8,11,10,6,2,0,0,0,0,1.53,3.8,7,1.57,3.8,6,H
Arsenal,Everton,2,1,0,1,19,4,10,4,12,14,5,7,3,5,0,0,1.4,4.5,8.5,1.5,4,7,H
ManUnited,AstonVilla,3,1,2,0,18,9,11,5,6,6,5,5,0,0,0,0,1.33,5,9.5,1.33,5,8.5,H
Sunderland,Chelsea,2,4,2,2,4,21,3,14,10,10,0,6,1,2,0,0,5.5,3.6,1.67,5.5,3.6,1.67,A
WestBrom,Wigan,2,2,1,2,21,11,10,7,13,12,8,5,4,5,0,0,1.73,3.6,5,1.75,3.75,4.5,D
Birmingham,ManCity,2,2,1,2,14,12,7,9,9,12,6,4,0,2,0,0,4.5,3.5,1.83,4.33,3.5,1.85,D
Blackburn,Tottenham,0,1,0,1,17,6,9,5,14,11,4,4,2,1,0,0,3.25,3.4,2.2,3.1,3.3,2.3,A
Blackpool,WestHam,1,3,1,3,13,12,8,10,9,12,10,7,0,1,0,0,2.38,3.3,3,2.38,3.4,2.88,A
Bolton,Wolves,1,0,0,0,13,11,8,5,16,8,8,3,1,3,0,0,1.83,3.5,4.5,1.83,3.6,4.2,H
Fulham,Newcastle,1,0,0,0,11,4,9,3,14,19,4,7,0,3,0,0,2.1,3.3,3.6,2.1,3.25,3.6,H
Liverpool,Stoke,2,0,0,0,13,6,9,1,6,8,7,0,1,4,0,0,1.62,3.75,6,1.6,3.75,6,H
AstonVilla,Fulham,2,2,1,0,10,13,5,9,15,11,3,6,3,2,0,0,1.91,3.4,4.2,2,3.2,4,D
Everton,Blackpool,5,3,1,1,23,11,16,7,8,17,9,5,0,1,0,0,1.44,4.5,7,1.5,4,6.5,H
ManCity,WestBrom,3,0,3,0,13,17,9,9,13,10,8,8,1,2,0,0,1.4,4.5,8.5,1.44,4,8,H
Newcastle,Arsenal,4,4,0,4,16,13,8,10,13,15,12,6,2,3,0,1,5,4,1.67,5.5,3.5,1.67,D
Stoke,Sunderland,3,2,1,1,18,11,9,7,7,15,12,4,1,3,0,0,2.1,3.2,3.75,2.2,3.1,3.5,H
Tottenham,Bolton,2,1,1,0,13,8,7,3,13,11,6,7,1,3,0,0,1.57,4,6,1.62,3.6,6,H
Wigan,Blackburn,4,3,1,1,11,9,7,5,11,12,4,9,1,2,0,0,2.5,3.25,2.9,2.62,3,2.9,H
Wolves,ManUnited,2,1,2,1,6,14,5,7,6,11,4,6,2,2,0,0,8.5,4.5,1.4,8,4,1.44,H
Chelsea,Liverpool,0,1,0,0,14,7,4,4,9,9,4,3,1,1,0,0,1.62,4,5.5,1.62,3.6,6,A
WestHam,Birmingham,0,1,0,0,16,9,9,3,18,13,5,5,3,1,0,0,2,3.5,3.75,2.1,3.2,3.6,A
Arsenal,Wolves,2,0,1,0,17,2,8,0,15,9,3,6,0,1,0,0,1.22,6,15,1.25,6,10,H
Birmingham,Stoke,1,0,0,0,10,15,4,5,15,14,3,5,1,0,0,0,2.5,3.2,2.9,2.5,3.2,2.88,H
Blackburn,Newcastle,0,0,0,0,4,12,0,6,11,11,2,11,1,3,0,0,2.1,3.4,3.5,2.05,3.4,3.5,D
Blackpool,AstonVilla,1,1,1,1,14,7,5,4,13,14,4,8,2,1,0,1,3.25,3.4,2.2,3.1,3.5,2.2,D
Liverpool,Wigan,1,1,1,0,13,8,5,2,11,17,8,5,1,3,0,0,1.36,4.75,9,1.36,4.5,9,D
ManUnited,ManCity,2,1,1,0,11,13,6,8,15,13,4,7,2,2,0,0,1.73,3.6,5,1.73,3.75,4.5,H
Sunderland,Tottenham,1,2,1,1,16,11,10,5,14,12,2,3,2,4,0,0,2.75,3.25,2.6,2.8,3.3,2.5,A
WestBrom,WestHam,3,3,3,0,15,18,11,11,12,13,4,9,2,3,0,0,1.91,3.6,4,1.95,3.5,3.75,D
Bolton,Everton,2,0,1,0,11,9,5,4,15,12,4,4,1,0,0,0,2.75,3.25,2.6,2.7,3.2,2.6,H
Fulham,Chelsea,0,0,0,0,12,23,8,9,10,13,4,6,2,1,0,0,5,3.6,1.73,4.5,3.5,1.8,D
Birmingham,Newcastle,0,2,0,1,11,10,5,7,13,14,4,6,1,3,0,0,2.6,3.2,2.8,2.5,3.1,2.9,A
WestBrom,Wolves,1,1,0,1,19,6,11,2,6,6,12,1,0,0,0,0,1.85,3.4,4.5,1.91,3.2,4.5,D
Blackpool,Tottenham,3,1,2,0,8,25,4,10,11,8,1,7,2,0,0,0,4,3.6,1.91,4,3.75,1.85,H
Arsenal,Stoke,1,0,1,0,9,7,4,4,8,9,5,3,1,2,0,0,1.3,5.25,10,1.3,5,11,H
AstonVilla,Blackburn,4,1,0,0,17,5,10,2,4,12,10,2,0,3,0,1,1.73,3.6,5,1.8,3.5,4.5,H
Everton,Sunderland,2,0,2,0,17,12,9,7,11,8,4,1,0,0,0,0,1.73,3.6,5,1.8,3.25,5,H
Newcastle,Bolton,1,1,1,1,13,17,6,10,7,11,3,6,0,2,1,0,2.1,3.25,3.75,2.15,3.1,3.6,D
Wigan,ManUnited,0,4,0,1,10,14,4,9,13,11,8,4,0,1,0,0,6.5,4,1.53,6,3.6,1.6,A
Wolves,Blackpool,4,0,1,0,15,2,11,1,16,10,11,4,1,1,0,1,1.83,3.6,4.33,1.91,3.3,4.2,H
ManCity,Fulham,1,1,1,0,14,11,4,5,17,13,10,1,1,2,0,0,1.5,4,7.5,1.57,3.6,6.5,D
WestHam,Liverpool,3,1,2,0,17,12,11,8,10,8,6,8,0,1,0,0,3.4,3.3,2.2,3.4,3.1,2.25,H
Stoke,WestBrom,1,1,0,0,6,16,3,11,17,14,4,0,2,2,0,0,1.91,3.4,4.2,2,3.2,4,D
Chelsea,ManUnited,2,1,0,1,17,12,11,7,11,14,10,2,3,2,0,1,2.2,3.2,3.6,2.2,3.25,3.3,H
Arsenal,Sunderland,0,0,0,0,14,6,7,3,13,10,5,6,3,3,0,0,1.44,4.33,7.5,1.5,4.2,6.5,D
Birmingham,WestBrom,1,3,0,0,9,9,4,5,8,10,7,3,3,1,0,0,2.38,3.2,3.1,2.4,3.1,3.1,A
Bolton,AstonVilla,3,2,1,1,15,10,9,6,18,11,8,5,5,2,0,0,2.25,3.4,3.2,2.25,3.3,3.2,H
Fulham,Blackburn,3,2,1,1,15,12,11,9,12,17,9,7,2,3,0,0,1.73,3.6,5,1.67,3.6,5.5,H
ManCity,Wigan,1,0,1,0,7,12,3,5,17,8,4,6,3,1,0,0,1.36,4.75,9,1.4,4.5,8,H
Newcastle,Everton,1,2,1,2,10,13,8,8,12,14,5,4,2,4,0,0,2.6,3.2,2.8,2.6,3.2,2.75,A
WestHam,Stoke,3,0,2,0,15,7,10,5,9,10,7,3,0,3,0,0,2.25,3.3,3.25,2.25,3.2,3.3,H
Liverpool,ManUnited,3,1,2,0,17,12,10,7,12,12,6,4,2,3,0,0,2.8,3.2,2.6,2.88,3.2,2.5,H
Wolves,Tottenham,3,3,2,2,13,15,4,10,10,11,7,4,0,3,0,0,3,3.3,2.38,2.9,3.25,2.45,D
Blackpool,Chelsea,1,3,0,1,14,18,5,11,5,8,3,13,0,0,0,0,10,5.5,1.3,9,5.5,1.3,A
Everton,Birmingham,1,1,1,1,17,5,11,3,8,12,9,1,1,3,0,0,1.53,4,6.5,1.57,3.6,6.5,D
AstonVilla,Wolves,0,1,0,1,11,8,5,5,15,19,8,3,1,3,0,0,1.83,3.5,4.5,1.91,3.5,4,A
Blackburn,Blackpool,2,2,0,2,24,8,7,6,15,12,8,3,1,1,0,0,1.8,3.6,4.5,1.83,3.8,4,D
Everton,Fulham,2,1,1,0,16,12,12,6,15,19,7,5,2,0,0,0,2,3.25,4,2.05,3.25,3.8,H
ManUnited,Bolton,1,0,0,0,14,11,8,6,8,11,12,5,0,0,1,0,1.36,4.75,9,1.4,4.6,7.5,H
Stoke,Newcastle,4,0,1,0,8,14,6,9,16,9,3,7,1,1,0,0,2.2,3.25,3.4,2.25,3.2,3.3,H
Tottenham,WestHam,0,0,0,0,26,11,14,5,6,13,6,2,0,4,0,0,1.57,4,6,1.57,4,5.5,D
WestBrom,Arsenal,2,2,1,0,4,18,3,11,9,7,2,7,1,3,0,0,5,3.6,1.73,4.2,3.75,1.8,D
Wigan,Birmingham,2,1,1,1,16,7,13,4,13,13,9,4,3,1,0,0,2.1,3.3,3.6,2.1,3.25,3.6,H
Chelsea,ManCity,2,0,0,0,16,5,11,2,16,13,5,1,2,5,0,0,1.62,3.75,6,1.62,3.6,6,H
Sunderland,Liverpool,0,2,0,1,3,10,1,4,11,7,3,6,3,3,1,0,2.63,3.2,2.75,2.62,3.1,2.8,A
Arsenal,Blackburn,0,0,0,0,19,7,11,2,10,9,11,4,1,2,0,1,1.25,6,11,1.25,5.5,12,D
Birmingham,Bolton,2,1,1,0,9,19,6,12,11,16,8,9,0,2,0,0,2.5,3.25,2.88,2.6,3.25,2.7,H
Everton,AstonVilla,2,2,1,0,14,7,7,5,13,16,5,7,3,2,0,0,1.83,3.6,4.33,1.83,3.6,4.2,D
Newcastle,Wolves,4,1,2,0,17,13,13,9,19,10,5,4,5,3,0,0,1.95,3.4,4,1.95,3.5,3.8,H
Stoke,Chelsea,1,1,1,1,13,20,6,10,9,10,5,12,1,2,0,0,5.5,3.6,1.67,5.5,3.3,1.73,D
WestBrom,Liverpool,2,1,0,0,17,13,14,9,10,15,0,5,2,3,0,0,3,3.3,2.38,3,3.2,2.4,H
WestHam,ManUnited,2,4,2,0,6,18,2,9,10,9,0,16,1,2,0,0,4.5,3.6,1.8,4.2,3.6,1.83,A
Wigan,Tottenham,0,0,0,0,14,10,5,6,11,13,8,2,1,1,0,0,3,3.25,2.4,2.9,3.3,2.38,D
Fulham,Blackpool,3,0,2,0,13,10,11,6,14,5,4,7,2,1,0,0,1.53,4.2,6,1.57,3.75,6,H
ManCity,Sunderland,5,0,2,0,14,8,12,4,9,20,6,5,2,3,0,0,1.5,4,7,1.53,4,6,H
Blackburn,Birmingham,1,1,1,1,15,6,5,5,10,10,8,2,2,3,0,0,2,3.3,4,2.05,3.1,4,D
Bolton,WestHam,3,0,2,0,23,14,12,8,6,10,5,10,1,0,0,0,2.2,3.25,3.4,2.25,3.2,3.2,H
Chelsea,Wigan,1,0,0,0,21,11,13,7,11,12,10,5,1,2,0,0,1.2,6,17,1.25,5,15,H
ManUnited,Fulham,2,0,2,0,16,12,12,5,12,8,8,3,0,0,0,0,1.44,4.33,7.5,1.5,3.75,7.5,H
Sunderland,WestBrom,2,3,2,1,7,12,4,8,10,11,5,2,3,1,0,0,2.2,3.2,3.5,2.3,3.2,3.2,A
Tottenham,Stoke,3,2,3,2,9,10,8,5,11,16,10,5,1,3,0,0,1.73,3.6,5,1.8,3.25,5,H
Wolves,Everton,0,3,0,3,11,9,7,6,13,14,13,6,0,1,0,0,2.6,3.25,2.8,2.62,3,2.9,A
AstonVilla,Newcastle,1,0,1,0,13,6,7,4,8,10,9,2,2,2,0,0,1.83,3.6,4.33,1.83,3.6,4.2,H
Blackpool,Arsenal,1,3,0,2,12,16,6,7,13,9,6,4,2,2,0,0,8.5,5,1.36,7,5,1.4,A
Liverpool,ManCity,3,0,3,0,15,13,7,4,6,3,6,2,1,0,0,0,2.6,3.2,2.8,2.5,3.2,2.88,H
Birmingham,Sunderland,2,0,1,0,10,15,4,7,7,10,4,9,0,0,0,0,2.25,3.2,3.4,2.3,3.1,3.3,H
Blackpool,Wigan,1,3,0,2,14,9,9,5,13,12,5,3,2,2,0,0,2.3,3.5,3,2.3,3.3,3.1,A
Everton,Blackburn,2,0,0,0,17,4,7,2,9,17,10,1,2,3,0,0,1.67,3.75,5.5,1.73,3.3,5.5,H
WestBrom,Chelsea,1,3,1,3,12,19,6,11,7,10,3,5,1,0,0,0,5.5,3.6,1.7,5.5,3.3,1.73,A
WestHam,AstonVilla,1,2,1,1,12,21,7,11,8,3,5,11,0,0,0,0,2.25,3.3,3.25,2.38,3.2,3,A
Arsenal,Liverpool,1,1,0,0,12,9,6,5,13,13,10,3,2,4,0,0,1.73,3.6,5,1.8,3.1,5.5,D
Newcastle,ManUnited,0,0,0,0,12,18,5,8,9,10,6,7,2,2,0,0,5.5,3.6,1.67,5,3.6,1.7,D
Chelsea,Birmingham,3,1,2,0,17,6,7,3,9,11,7,4,0,1,0,0,1.2,6.5,15,1.22,6,13,H
Tottenham,Arsenal,3,3,2,3,16,13,9,9,8,13,7,6,0,3,0,0,2.88,3.4,2.4,2.8,3.3,2.5,D
AstonVilla,Stoke,1,1,1,1,7,4,2,3,9,9,7,8,0,3,0,0,1.8,3.6,4.5,1.91,3.5,4,D
Blackpool,Newcastle,1,1,1,1,18,9,7,6,17,8,4,4,1,1,0,0,2.88,3.5,2.38,2.8,3.3,2.5,D
Chelsea,WestHam,3,0,1,0,16,12,11,7,7,13,5,7,1,2,0,0,1.2,6.5,15,1.25,5.5,12,H
Liverpool,Birmingham,5,0,2,0,17,10,13,6,7,12,5,2,1,0,0,0,1.44,4.33,7.5,1.5,3.75,8,H
ManUnited,Everton,1,0,0,0,21,5,12,3,10,9,13,1,1,2,0,0,1.44,4.33,7.5,1.5,3.75,8,H
Sunderland,Wigan,4,2,0,0,11,11,7,7,11,9,7,3,1,2,0,0,2.1,3.25,3.75,2.15,3.2,3.5,H
Tottenham,WestBrom,2,2,1,1,19,10,9,4,8,9,11,1,1,1,0,0,1.57,4,6,1.62,3.6,6,D
Wolves,Fulham,1,1,1,0,12,15,3,5,15,17,3,5,2,2,0,0,2.5,3.25,2.88,2.5,3.2,2.9,D
Bolton,Arsenal,2,1,1,0,11,17,10,7,13,14,3,9,3,3,0,0,4.5,3.8,1.75,4.5,3.5,1.8,H
Blackburn,ManCity,0,1,0,0,12,10,6,5,15,15,4,6,2,3,0,0,3.6,3.3,2.1,3.5,3.2,2.15,A
Stoke,Wolves,3,0,2,0,17,5,8,1,12,10,7,11,3,2,0,0,1.8,3.4,5,1.83,3.5,4.33,H
Fulham,Bolton,3,0,1,0,18,14,7,6,12,8,10,7,1,1,0,0,1.8,3.5,4.75,1.83,3.5,4.33,H
Blackburn,Bolton,1,0,1,0,17,11,8,3,7,9,3,10,2,1,0,0,1.91,3.5,4,2.05,3.4,3.6,H
Blackpool,Stoke,0,0,0,0,11,9,6,6,10,11,4,8,0,0,0,0,2.63,3.4,2.63,2.62,3.6,2.5,D
Chelsea,Tottenham,2,1,1,1,16,12,10,7,11,11,6,5,3,1,0,0,1.44,4.33,7.5,1.5,4.2,6.5,H
