% 1. Title: Premiership Data 2013 Season

% 2. Source: http://www.football-data.co.uk/data.php



@relation Premiership2013
@attribute 'HomeTeam' { Arsenal, AstonVilla, Birmingham, Blackburn, Blackpool, Bolton, Burnley, Chelsea, Derby, Everton, Fulham, Hull, Liverpool, ManCity, ManUnited, Middlesbrough, Newcastle, Norwich, NottinghamForest, Portsmouth, QPR, Reading, Southampton, Stoke, Sunderland, Swansea, Tottenham, WestBrom, WestHam, Wigan, Wolves }
@attribute 'AwayTeam' { Arsenal, AstonVilla, Birmingham, Blackburn, Blackpool, Bolton, Burnley, Chelsea, Derby, Everton, Fulham, Hull, Liverpool, ManCity, ManUnited, Middlesbrough, Newcastle, Norwich, NottinghamForest, Portsmouth, QPR, Reading, Southampton, Stoke, Sunderland, Swansea, Tottenham, WestBrom, WestHam, Wigan, Wolves }
@attribute 'FullTimeHomeTeamGoals' numeric
@attribute 'FullTimeAwayTeamGoals' numeric
@attribute 'HalfTimeHomeTeamGoals' numeric
@attribute 'HalfTimeAwayTeamGoals' numeric
@attribute 'HomeTeamShots' numeric
@attribute 'AwayTeamShots' numeric
@attribute 'HomeTeamShotsOnTarget' numeric
@attribute 'AwayTeamShotsOnTarget' numeric
@attribute 'HomeTeamFoulsCommitted' numeric
@attribute 'AwayTeamFoulsCommitted' numeric
@attribute 'HomeTeamCorners' numeric
@attribute 'AwayTeamCorners' numeric
@attribute 'HomeTeamYellowCards' numeric
@attribute 'AwayTeamYellowCards' numeric
@attribute 'HomeTeamRedCards' numeric
@attribute 'AwayTeamRedCards' numeric
@attribute 'Bet365HomeWinOdds' numeric
@attribute 'Bet365DrawOdds' numeric
@attribute 'Bet365AwayWinOdds' numeric
@attribute 'WilliamHillHomeWinOdds' numeric
@attribute 'WilliamHillDrawOdds' numeric
@attribute 'WilliamHillAwayWinOdds' numeric
@attribute 'class' { D,H,A }
@data
Fulham,Liverpool,1,0,0,0,19,17,13,9,12,9,2,10,3,1,0,1,3.5,3.4,2.1,3.3,3.2,2.25,H
Arsenal,Everton,1,0,0,0,12,7,7,1,7,14,7,4,2,2,0,0,1.53,4,6.5,1.53,3.8,5.5,H
Bolton,AstonVilla,1,2,0,2,17,17,12,11,10,7,6,10,1,2,0,0,2.5,3.3,2.88,2.4,3.2,2.7,A
Liverpool,QPR,1,0,0,0,21,6,15,2,12,5,17,5,2,0,0,0,1.33,5,10,1.3,4.5,9.5,H
ManUnited,Wolves,4,1,2,0,22,11,18,8,7,8,8,2,1,0,0,0,1.22,6,15,1.2,6,11,H
Norwich,Newcastle,4,2,1,1,13,11,11,8,9,8,7,2,3,2,0,1,2.4,3.4,2.88,2.38,3.3,2.7,H
Swansea,Fulham,2,0,0,0,16,12,8,7,8,7,6,5,1,1,0,0,2.63,3.25,2.75,2.5,3.1,2.7,H
WestBrom,Wigan,1,2,1,1,13,7,8,4,9,7,13,2,1,1,0,0,1.67,3.8,5.25,1.67,3.5,4.8,A
Stoke,Tottenham,2,1,2,0,10,15,7,12,8,7,7,12,2,2,0,1,3.75,3.5,2,3.4,3.3,2,H
Sunderland,Blackburn,2,1,0,1,22,3,12,2,11,7,9,0,2,2,0,0,1.83,3.5,4.5,1.83,3.3,4,H
Chelsea,ManCity,2,1,1,1,13,7,7,4,11,18,5,1,4,2,0,1,2.4,3.3,3,2.38,3.2,2.75,H
Blackburn,WestBrom,1,2,0,0,17,13,14,6,7,10,3,7,1,1,0,0,2.38,3.3,3,2.25,3.5,3,A
Everton,Norwich,1,1,0,1,28,7,15,1,9,12,13,0,1,1,0,0,1.62,3.75,6,1.62,4,5,D
Fulham,Bolton,2,0,2,0,16,14,9,6,6,11,8,4,1,3,0,0,1.62,3.75,6,1.65,3.8,5,H
Newcastle,Swansea,0,0,0,0,17,3,6,0,11,11,9,1,1,1,0,0,1.8,3.6,4.5,1.8,3.5,4.5,D
Wigan,Chelsea,1,1,0,0,15,10,7,5,8,6,7,5,0,0,0,0,9,4.75,1.36,7.5,4.75,1.4,D
Wolves,Stoke,1,2,1,0,10,8,5,4,8,11,7,5,2,4,0,0,2.5,3.25,2.88,2.5,3.3,2.8,A
AstonVilla,Liverpool,0,2,0,2,16,19,8,12,5,14,4,10,1,2,0,0,4.2,3.4,1.91,4,3.4,1.91,A
ManCity,Arsenal,1,0,0,0,15,12,9,8,13,10,4,6,2,3,0,0,1.73,3.75,4.5,1.7,3.8,4.8,H
QPR,ManUnited,0,2,0,1,11,19,3,12,5,7,5,10,1,2,0,0,7.5,4.33,1.44,7,4,1.5,A
Tottenham,Sunderland,1,0,0,0,16,8,12,4,6,8,6,0,1,2,0,0,1.36,4.75,9,1.4,4.75,7.5,H
Blackburn,Bolton,1,2,0,2,17,8,7,5,10,7,5,9,3,0,0,0,2.1,3.4,3.5,2.1,3.6,3.3,A
Wolves,Norwich,2,2,1,1,18,18,9,14,5,11,4,6,2,2,0,0,2,3.5,3.75,2.1,3.4,3.4,D
AstonVilla,Arsenal,1,2,0,1,10,8,4,6,10,8,7,15,2,3,1,0,5,3.6,1.73,4.75,3.6,1.73,A
Everton,Swansea,1,0,0,0,13,4,6,4,8,13,9,2,1,2,0,0,1.57,3.75,6.5,1.57,3.75,6,H
Fulham,ManUnited,0,5,0,3,13,14,8,12,7,8,3,10,1,0,0,0,5,3.6,1.73,5,3.75,1.67,A
ManCity,Stoke,3,0,2,0,20,2,16,0,7,5,5,2,2,1,0,0,1.22,6,15,1.22,6,12,H
Newcastle,WestBrom,2,3,1,2,21,14,11,8,9,10,10,1,1,0,0,0,2,3.5,3.75,1.91,3.4,4,A
QPR,Sunderland,2,3,0,1,17,17,9,13,10,11,8,11,2,2,0,0,2.5,3.3,2.88,2.38,3.3,2.9,A
Wigan,Liverpool,0,0,0,0,15,18,10,10,16,12,7,14,1,2,0,0,7,4,1.5,7,4,1.5,D
Tottenham,Chelsea,1,1,1,1,16,20,10,10,14,8,7,4,2,2,0,0,2.6,3.4,2.7,2.5,3.4,2.7,D
Bolton,Newcastle,0,2,0,0,4,12,3,7,9,11,4,4,1,1,0,0,2.5,3.4,2.8,2.38,3.4,2.88,A
Chelsea,Fulham,1,1,0,0,24,9,15,6,10,12,9,3,1,1,0,0,1.3,5,12,1.3,5,11,D
Liverpool,Blackburn,1,1,0,1,28,5,13,2,5,15,9,2,1,0,0,0,1.25,5.5,13,1.25,5.5,12,D
ManUnited,Wigan,5,0,2,0,17,9,9,5,12,10,10,2,2,1,0,1,1.14,7.5,21,1.17,6.5,19,H
Stoke,AstonVilla,0,0,0,0,7,10,2,4,13,10,7,7,3,0,0,0,1.91,3.4,4.2,1.91,3.4,4,D
Sunderland,Everton,1,1,1,0,12,9,8,3,6,14,5,6,0,1,0,0,2.4,3.25,3,2.5,3.1,2.9,D
WestBrom,ManCity,0,0,0,0,7,18,3,9,8,8,5,9,0,1,0,0,7,4.5,1.44,7,4.33,1.44,D
Arsenal,Wolves,1,1,1,1,23,6,17,4,3,12,13,3,2,3,0,1,1.22,6,15,1.22,6,12,D
Norwich,Tottenham,0,2,0,0,8,19,4,8,7,6,3,10,1,1,0,0,4.5,3.6,1.8,4.33,3.6,1.8,A
Swansea,QPR,1,1,1,0,7,12,4,7,9,12,5,11,1,3,0,0,2,3.4,3.8,2.05,3.25,3.75,D
Liverpool,Newcastle,3,1,1,1,15,5,7,2,7,11,7,0,0,2,0,0,1.53,4,6.5,1.53,4,6,H
Arsenal,QPR,1,0,0,0,16,6,7,3,11,13,12,4,2,2,0,0,1.25,5.5,13,1.29,5,12,H
Bolton,Wolves,1,1,1,0,13,8,9,5,11,8,3,6,0,0,0,0,2.2,3.25,3.4,2.3,3.2,3.2,D
Chelsea,AstonVilla,1,3,1,1,16,12,5,9,7,13,9,2,1,1,0,0,1.29,5,13,1.3,5,11,A
ManUnited,Blackburn,2,3,0,1,26,10,13,5,8,10,17,3,2,2,0,0,1.13,8,26,1.14,7,21,A
Norwich,Fulham,1,1,0,1,18,11,9,6,9,6,4,3,0,0,0,0,2.6,3.25,2.75,2.5,3.4,2.7,D
Stoke,Wigan,2,2,0,1,12,10,3,6,14,5,8,5,2,3,0,1,1.67,3.6,5.5,1.73,3.5,5,D
Swansea,Tottenham,1,1,0,1,14,12,8,7,8,4,10,5,1,2,0,0,5.5,3.6,1.67,5.5,3.5,1.7,D
Sunderland,ManCity,1,0,0,0,8,25,5,11,7,6,1,10,1,1,0,0,6.5,4,1.53,6,3.75,1.57,H
WestBrom,Everton,0,1,0,0,10,13,2,8,10,8,2,7,0,2,0,0,2.6,3.25,2.75,2.62,3.2,2.7,A
AstonVilla,Swansea,0,2,0,1,10,8,2,4,11,6,14,0,2,4,0,0,1.83,3.4,4.75,1.8,3.2,4,A
Blackburn,Stoke,1,2,0,2,14,8,7,3,8,7,8,3,2,1,0,0,2.5,3.25,2.88,2.45,3.2,2.5,A
Fulham,Arsenal,2,1,0,1,21,17,8,10,6,12,4,3,0,1,0,1,4,3.5,1.91,3.6,3.3,1.85,H
QPR,Norwich,1,2,1,1,9,13,6,6,12,12,2,5,2,1,1,0,2.1,3.4,3.5,2,3.2,3.25,A
Wolves,Chelsea,1,2,0,0,9,15,5,10,9,10,0,5,3,2,0,0,6,4,1.57,5,3.75,1.53,A
ManCity,Liverpool,3,0,2,0,10,18,8,10,13,7,5,6,1,2,1,0,1.91,3.4,4.2,1.8,3.5,4.5,H
Tottenham,WestBrom,1,0,0,0,20,8,14,2,3,14,14,7,0,5,0,0,1.33,5,10,1.36,4.8,8.5,H
Wigan,Sunderland,1,4,0,1,20,10,10,9,9,6,9,6,1,0,0,0,2.63,3.25,2.75,2.62,3.1,2.75,A
Everton,Bolton,1,2,0,0,10,12,4,7,7,11,5,10,1,3,0,0,1.5,4,7,1.53,3.75,7,A
Newcastle,ManUnited,3,0,1,0,10,6,6,6,16,15,4,4,1,2,0,0,5,3.6,1.73,5,3.5,1.73,H
Tottenham,Everton,2,0,1,0,14,11,7,4,5,15,6,4,1,3,0,0,1.53,3.8,7,1.5,3.75,5.5,H
AstonVilla,Everton,1,1,0,0,17,7,11,4,12,11,9,3,1,1,0,0,2.4,3.25,3,2.5,3.1,2.9,D
Blackburn,Fulham,3,1,1,0,15,17,11,7,14,11,0,9,1,1,1,0,3,3.3,2.38,2.8,3.2,2.5,H
Chelsea,Sunderland,1,0,1,0,21,9,10,4,9,9,8,2,3,1,0,0,1.4,4.5,8.5,1.44,4,8,H
Liverpool,Stoke,0,0,0,0,13,3,5,1,6,11,11,1,0,3,0,0,1.4,4.33,9,1.44,4,8,D
ManUnited,Bolton,3,0,1,0,19,11,9,5,7,7,11,3,0,1,0,0,1.14,8,17,1.17,6.5,19,H
Tottenham,Wolves,1,1,0,1,22,5,10,3,6,12,8,1,1,3,0,0,1.25,5.5,13,1.3,5,11,D
WestBrom,Norwich,1,2,0,1,16,7,8,4,6,14,10,5,0,1,0,0,2,3.4,3.8,2.1,3.2,3.6,A
Newcastle,QPR,1,0,1,0,9,15,4,9,5,9,3,2,0,4,0,0,1.73,3.6,5,1.83,3.2,4.8,H
Swansea,Arsenal,3,2,1,1,9,14,5,9,9,9,9,2,0,0,0,0,4.75,3.5,1.8,4.5,3.5,1.8,H
Wigan,ManCity,0,1,0,1,7,12,4,8,16,15,4,5,3,3,0,0,9,4.33,1.4,9.5,3.75,1.44,A
Bolton,Liverpool,3,1,2,1,15,11,8,8,10,13,5,5,0,2,0,0,6,3.75,1.62,6,3.4,1.67,H
Everton,Blackburn,1,1,1,0,15,14,8,8,15,13,5,8,2,2,0,0,1.53,4,6.5,1.57,3.5,7,D
Fulham,Newcastle,5,2,0,1,10,15,7,9,8,12,2,6,0,4,0,0,2,3.4,3.8,2.05,3.3,3.6,H
Norwich,Chelsea,0,0,0,0,5,19,3,9,5,4,1,11,0,0,0,0,5.5,4,1.62,5.5,3.75,1.62,D
QPR,Wigan,3,1,2,0,16,9,8,4,10,15,7,1,2,2,0,0,2,3.4,3.8,2.1,3.2,3.6,H
Stoke,WestBrom,1,2,0,1,10,15,3,6,10,10,5,1,0,0,0,0,1.91,3.4,4.2,2,3.3,3.8,A
Sunderland,Swansea,2,0,1,0,7,11,2,4,9,6,2,4,0,0,0,0,1.91,3.4,4.2,1.91,3.2,4.33,H
Wolves,AstonVilla,2,3,2,1,13,11,9,5,11,8,12,3,1,0,1,0,2.5,3.25,2.88,2.62,3.2,2.7,A
Arsenal,ManUnited,1,2,0,1,12,9,6,5,15,6,0,5,5,2,0,0,2.8,3.4,2.5,2.9,2.9,2.62,A
ManCity,Tottenham,3,2,0,0,13,12,7,7,7,10,9,4,2,1,0,0,1.91,3.6,4,1.91,3.2,4.33,H
Everton,ManCity,1,0,0,0,9,17,4,11,12,9,3,9,1,2,0,0,4.33,3.5,1.85,4.5,3.3,1.85,H
ManUnited,Stoke,2,0,1,0,11,8,7,3,9,14,9,2,1,3,0,0,1.33,5,10,1.3,5,10,H
Swansea,Chelsea,1,1,1,0,7,20,5,10,10,19,1,11,2,3,0,1,4,3.25,2,3.75,3.3,2,D
Tottenham,Wigan,3,1,2,0,20,10,13,6,7,7,5,0,0,1,0,0,1.22,6,15,1.2,6,15,H
Wolves,Liverpool,0,3,0,0,5,23,1,14,6,8,5,4,1,3,0,0,5,3.8,1.7,4.8,3.75,1.7,A
AstonVilla,QPR,2,2,1,2,23,3,15,3,3,12,9,3,0,1,0,0,1.8,3.5,4.75,1.85,3.3,4.5,D
Blackburn,Newcastle,0,2,0,1,23,9,12,5,9,17,14,2,1,2,0,0,2.63,3.3,2.7,2.62,3.2,2.7,A
Bolton,Arsenal,0,0,0,0,14,16,8,7,8,10,6,6,1,1,0,0,5,3.75,1.7,5,3.5,1.73,D
Fulham,WestBrom,1,1,0,0,13,15,6,11,6,7,8,7,1,0,0,0,1.83,3.5,4.5,1.91,3.3,4.2,D
Sunderland,Norwich,3,0,2,0,10,12,6,4,6,14,3,6,1,1,0,0,1.91,3.5,4.2,1.85,3.3,4.5,H
Arsenal,Blackburn,7,1,3,1,20,3,11,3,9,14,11,1,2,3,0,1,1.29,5.5,11,1.29,4.5,8,H
ManCity,Fulham,3,0,2,0,16,11,10,8,8,7,4,6,1,3,0,0,1.3,5.5,10,1.29,4.5,8,H
Norwich,Bolton,2,0,0,0,22,10,9,6,6,6,4,7,0,0,0,0,2,3.5,3.75,1.95,3.2,3.3,H
QPR,Wolves,1,2,1,0,13,14,8,6,7,14,7,3,0,3,1,0,1.91,3.6,4,1.91,3.2,3.5,A
Stoke,Sunderland,0,1,0,0,9,4,6,2,12,6,5,5,0,1,1,0,2.25,3.25,3.3,2.05,3.1,3.25,A
WestBrom,Swansea,1,2,0,0,18,15,11,8,11,6,8,7,2,1,0,0,2.1,3.3,3.6,2.1,3.2,3,A
Wigan,Everton,1,1,0,0,2,8,1,4,12,8,4,3,2,0,0,0,3.5,3.4,2.1,3.1,3.1,2.1,D
Chelsea,ManUnited,3,3,1,0,19,14,10,10,14,13,6,6,2,1,0,0,2.5,3.3,2.88,2.2,3.1,2.88,D
Newcastle,AstonVilla,2,1,1,1,16,13,8,8,6,11,4,4,1,2,0,0,2,3.4,3.8,2,3.2,3.2,H
Liverpool,Tottenham,0,0,0,0,15,9,10,6,6,11,7,4,2,2,0,0,2,3.4,3.8,2.1,3.2,3,D
Blackburn,QPR,3,2,3,0,7,25,5,13,11,10,5,6,1,1,0,0,2.38,3.3,3,2.38,3.4,2.9,H
Bolton,Wigan,1,2,0,1,13,10,8,6,19,10,7,7,3,2,0,0,2,3.5,3.75,2.05,3.6,3.4,A
Everton,Chelsea,2,0,1,0,10,8,7,7,13,12,2,4,0,3,0,0,3.25,3.3,2.25,3.1,3.3,2.3,H
Fulham,Stoke,2,1,2,0,11,12,4,4,12,6,5,4,1,2,0,0,1.91,3.5,4,2,3.4,3.8,H
ManUnited,Liverpool,2,1,0,0,11,9,6,6,10,11,4,3,1,1,0,0,1.85,3.6,4.33,1.91,3.5,4,H
Sunderland,Arsenal,1,2,0,0,8,10,5,8,7,7,7,3,2,1,0,0,3.5,3.4,2.1,3.6,3.4,2.05,A
Swansea,Norwich,2,3,1,0,16,18,9,11,6,12,6,8,0,2,0,0,1.83,3.5,4.5,1.83,3.6,4.2,A
Tottenham,Newcastle,5,0,4,0,18,7,9,3,7,9,4,3,2,1,0,0,1.44,4.33,7.5,1.5,4.2,6.5,H
AstonVilla,ManCity,0,1,0,0,9,17,5,10,15,5,5,8,3,0,0,0,5.5,3.6,1.67,4.8,3.75,1.7,A
Wolves,WestBrom,1,5,1,1,10,26,8,16,6,11,12,8,1,0,0,0,2.5,3.25,2.88,2.5,3.3,2.8,A
Chelsea,Bolton,3,0,0,0,25,8,16,1,7,13,14,7,0,1,0,0,1.29,5.5,11,1.3,5,10,H
ManCity,Blackburn,3,0,1,0,20,2,13,2,6,10,10,3,0,2,0,0,1.17,7,17,1.17,7.5,15,H
Newcastle,Wolves,2,2,2,0,13,7,8,6,8,8,3,3,1,1,0,0,1.57,4,6,1.6,3.75,6,D
QPR,Fulham,0,1,0,1,17,7,8,3,17,12,6,5,1,4,1,0,2.63,3.25,2.75,2.7,3.2,2.62,A
WestBrom,Sunderland,4,0,2,0,18,10,13,4,6,8,7,0,1,1,0,0,2.4,3.25,3,2.4,3.25,2.9,H
Wigan,AstonVilla,0,0,0,0,14,10,6,3,8,8,14,7,0,4,0,0,2.75,3.25,2.63,2.8,3,2.7,D
Arsenal,Tottenham,5,2,2,2,21,8,13,4,15,12,7,5,3,3,0,1,2.5,3.4,2.75,2.4,3.5,2.8,H
Norwich,ManUnited,1,2,0,1,16,11,7,9,9,10,4,4,1,2,0,0,6.5,4,1.53,6,4.2,1.53,A
Stoke,Swansea,2,0,2,0,9,11,6,6,13,7,8,4,1,0,0,0,2.1,3.4,3.5,2.1,3.25,3.6,H
Blackburn,AstonVilla,1,1,0,1,15,17,9,12,9,5,4,8,1,0,0,0,2.38,3.4,3,2.4,3.2,3,D
Liverpool,Arsenal,1,2,1,1,12,10,4,7,11,9,12,0,0,1,0,0,2,3.5,3.75,2.1,3.1,3.8,A
ManCity,Bolton,2,0,1,0,23,8,10,5,13,8,7,4,0,0,0,0,1.13,8.5,21,1.14,7,21,H
QPR,Everton,1,1,1,1,22,8,10,5,16,15,7,7,1,2,0,0,3.1,3.25,2.38,3,3.2,2.4,D
Stoke,Norwich,1,0,0,0,11,7,7,5,10,16,8,2,0,2,0,0,1.83,3.5,4.5,1.91,3.2,4.33,H
WestBrom,Chelsea,1,0,0,0,19,13,11,6,9,10,14,5,3,1,0,0,4.2,3.4,1.91,4,3.2,2,H
Wigan,Swansea,0,2,0,1,14,12,8,8,15,7,8,4,2,2,0,1,2.5,3.25,2.88,2.5,3.1,2.9,A
Fulham,Wolves,5,0,2,0,25,8,19,3,7,9,7,7,1,2,0,0,1.57,3.75,6.5,1.67,3.4,6,H
Newcastle,Sunderland,1,1,0,1,24,7,12,6,14,14,19,4,5,3,0,1,2.1,3.4,3.5,2.2,3.1,3.5,D
Tottenham,ManUnited,1,3,0,1,18,6,9,5,8,10,7,3,1,2,0,0,2.88,3.4,2.4,3,3.2,2.4,A
AstonVilla,Fulham,1,0,0,0,19,5,8,1,9,11,10,4,2,0,0,0,2.5,3.25,2.88,2.5,3.1,2.9,H
Bolton,QPR,2,1,1,0,11,17,7,11,13,13,10,6,2,2,0,0,2.5,3.25,2.88,2.38,3.2,3,H
Chelsea,Stoke,1,0,0,0,21,8,11,3,12,15,14,1,1,2,0,1,1.4,4.5,8.5,1.36,4.5,9,H
Everton,Tottenham,1,0,1,0,9,21,5,9,13,11,0,8,2,2,0,0,2.88,3.25,2.5,2.75,3.2,2.6,H
Sunderland,Liverpool,1,0,0,0,6,9,1,5,13,15,3,2,1,1,0,0,3.8,3.4,2,4,3.2,2,H
Wolves,Blackburn,0,2,0,1,14,12,7,8,10,10,3,4,1,2,0,0,2.38,3.3,3,2.3,3.3,3.1,A
ManUnited,WestBrom,2,0,1,0,20,6,9,3,5,13,8,5,0,1,0,1,1.29,5.5,11,1.29,5.5,10,H
Norwich,Wigan,1,1,1,0,13,18,6,9,12,7,3,5,4,4,0,0,1.83,3.6,4.33,1.83,3.5,4.33,D
Swansea,ManCity,1,0,0,0,8,18,5,13,9,14,7,9,0,2,0,0,6,3.75,1.62,6,3.75,1.57,H
Arsenal,Newcastle,2,1,1,1,21,5,13,3,11,12,6,3,2,3,0,0,1.44,4.33,7.5,1.44,4.33,7,H
Liverpool,Everton,3,0,1,0,15,5,10,3,6,7,4,4,1,4,0,0,1.73,3.4,5.5,1.8,3.25,5,H
Fulham,Swansea,0,3,0,1,14,10,7,7,8,7,6,2,0,0,0,0,1.83,3.5,4.5,1.91,3.2,4.5,A
Wigan,WestBrom,1,1,0,0,20,8,6,2,8,10,13,5,2,4,0,0,2.75,3.3,2.6,2.7,3.1,2.7,D
Newcastle,Norwich,1,0,1,0,15,12,10,5,8,15,4,5,0,3,0,0,1.8,3.6,4.5,1.85,3.3,4.5,H
Wolves,ManUnited,0,5,0,3,7,22,3,18,6,11,4,7,1,1,1,0,9,5,1.33,9,4.5,1.36,A
Blackburn,Sunderland,2,0,0,0,16,2,9,0,13,10,7,8,0,1,0,0,2.4,3.4,2.88,2.4,3.3,2.9,H
Everton,Arsenal,0,1,0,1,7,12,2,8,11,11,4,6,2,1,0,0,3,3.4,2.3,3,3.2,2.4,A
ManCity,Chelsea,2,1,0,0,20,6,10,5,8,7,11,4,1,2,0,0,1.91,3.6,4,1.91,3.4,4,H
QPR,Liverpool,3,2,0,0,10,18,5,11,8,6,7,17,0,0,0,0,5,3.6,1.73,4.5,3.5,1.8,H
Tottenham,Stoke,1,1,0,0,24,8,18,2,10,10,13,1,1,1,0,0,1.4,4.5,8.5,1.44,4,8,D
Arsenal,AstonVilla,3,0,2,0,20,3,12,2,6,13,15,5,0,5,0,0,1.33,5,10,1.36,4.33,10,H
Bolton,Blackburn,2,1,2,0,12,10,6,4,8,3,11,4,0,2,0,0,2.4,3.4,2.9,2.5,3.2,2.8,H
Chelsea,Tottenham,0,0,0,0,10,19,5,7,9,11,6,5,1,2,0,0,1.83,3.6,4.33,1.91,3.3,4.33,D
Liverpool,Wigan,1,2,0,1,12,6,9,5,14,10,6,0,1,2,0,0,1.29,5.5,11,1.33,4.5,11,A
Norwich,Wolves,2,1,2,1,15,10,11,6,13,7,5,5,2,2,1,0,1.73,3.75,4.75,1.8,3.3,5,H
Stoke,ManCity,1,1,0,0,10,16,3,11,15,12,5,7,1,2,0,0,6,3.75,1.62,6,3.4,1.67,D
Sunderland,QPR,3,1,1,0,15,10,8,6,11,9,5,2,2,3,0,1,2,3.4,3.8,2.05,3.25,3.75,H
Swansea,Everton,0,2,0,0,10,15,3,8,10,10,3,3,1,2,0,0,2.2,3.25,3.4,2.1,3.2,3.6,A
WestBrom,Newcastle,1,3,0,3,14,10,6,7,10,4,10,4,0,1,0,0,2.3,3.4,3.1,2.4,3.1,3.1,A
ManUnited,Fulham,1,0,1,0,19,5,16,4,17,6,7,1,1,0,0,0,1.22,6,15,1.25,5.5,12,H
AstonVilla,Chelsea,2,4,0,1,9,12,5,9,13,5,6,4,1,0,0,0,4.5,3.5,1.83,4.5,3.4,1.85,A
Everton,WestBrom,2,0,1,0,16,9,9,5,8,12,5,2,2,1,0,0,1.83,3.5,4.5,1.8,3.5,4.5,H
Fulham,Norwich,2,1,2,0,14,16,9,8,11,9,6,7,1,2,0,0,1.7,3.75,5,1.73,3.75,4.5,H
ManCity,Sunderland,3,3,1,2,19,8,10,4,11,13,17,5,1,1,0,0,1.22,6.5,12,1.22,6,13,D
QPR,Arsenal,2,1,1,1,10,13,8,7,13,9,4,6,5,2,0,0,5.5,4.2,1.57,5.5,3.75,1.62,H
Wigan,Stoke,2,0,0,0,13,6,11,2,14,13,8,1,2,4,0,0,2.63,3.25,2.75,2.62,3.1,2.75,H
Wolves,Bolton,2,3,0,0,14,19,8,11,11,11,13,4,1,1,0,0,2.3,3.4,3.1,2.3,3.5,2.88,A
Newcastle,Liverpool,2,0,1,0,11,9,7,6,10,11,3,6,3,3,0,1,2.88,3.4,2.4,2.9,3.4,2.38,H
Tottenham,Swansea,3,1,1,0,15,11,10,7,11,12,7,7,0,0,0,0,1.4,4.5,8.5,1.4,4.33,8.5,H
Blackburn,ManUnited,0,2,0,0,11,14,6,6,8,5,2,10,1,1,0,0,9,4.75,1.36,7.5,4.75,1.4,A
Swansea,Newcastle,0,2,0,1,19,5,13,4,10,7,7,0,1,1,0,0,2.4,3.4,2.88,2.4,3.2,3,A
Bolton,Fulham,0,3,0,2,13,11,7,8,11,9,5,3,1,0,0,0,2.6,3.3,2.75,2.62,3.1,2.8,A
Chelsea,Wigan,2,1,0,0,19,13,10,7,14,11,5,3,2,2,0,0,1.25,6,12,1.29,5,12,H
Liverpool,AstonVilla,1,1,0,1,21,5,5,3,4,9,11,3,1,1,0,0,1.44,4.33,7.5,1.44,4.33,7,D
Norwich,Everton,2,2,1,1,14,9,11,5,7,17,2,4,0,3,0,0,3,3.3,2.4,2.9,3.1,2.5,D
Stoke,Wolves,2,1,1,1,14,9,6,5,7,11,3,8,1,1,0,0,1.57,4,6,1.62,4,5,H
Sunderland,Tottenham,0,0,0,0,12,15,9,8,12,10,11,4,2,2,0,0,3.3,3.4,2.2,3.4,3.2,2.2,D
WestBrom,Blackburn,3,0,1,0,9,16,6,10,5,7,8,4,1,1,0,1,1.91,3.6,4,2,3.2,4,H
Arsenal,ManCity,1,0,0,0,12,7,7,2,13,14,7,6,2,4,0,1,2.4,3.4,2.88,2.5,3,3,H
ManUnited,QPR,2,0,1,0,24,9,14,7,13,10,11,5,1,0,0,1,1.17,7.5,15,1.2,6,15,H
AstonVilla,Stoke,1,1,1,0,7,7,3,3,9,9,5,4,3,0,0,0,2.2,3.3,3.4,2.25,3.1,3.4,D
Everton,Sunderland,4,0,0,0,22,3,12,0,7,12,5,2,0,2,0,0,1.83,3.5,4.5,1.83,3.3,4.6,H
Fulham,Chelsea,1,1,0,1,11,12,9,4,5,16,7,11,1,3,0,0,3.5,3.4,2.1,3.4,3.2,2.2,D
Newcastle,Bolton,2,0,0,0,8,9,4,6,7,18,6,5,1,1,0,0,1.53,4.2,6,1.53,4,6,H
Tottenham,Norwich,1,2,1,1,13,12,9,6,12,12,10,3,1,2,0,0,1.29,5.5,11,1.3,5.5,9,A
Blackburn,Liverpool,2,3,1,2,10,16,4,12,16,12,4,4,4,5,0,1,3.5,3.4,2.1,3.2,3.2,2,A
ManCity,WestBrom,4,0,1,0,17,4,12,1,7,9,6,2,0,0,0,0,1.25,5.5,13,1.25,5,15,H
QPR,Swansea,3,0,1,0,16,9,8,6,9,10,6,9,2,0,0,0,2.1,3.4,3.5,2.15,3.3,3.4,H
Wigan,ManUnited,1,0,0,0,11,8,8,3,8,14,7,3,1,2,0,0,9,4.75,1.36,9,4.5,1.36,H
Wolves,Arsenal,0,3,0,2,9,10,6,7,9,4,6,4,3,0,1,0,7,4.5,1.44,7,4,1.5,A
Norwich,ManCity,1,6,0,2,16,22,8,17,10,5,3,5,1,2,0,0,6,4.2,1.53,5.5,4,1.57,A
Sunderland,Wolves,0,0,0,0,15,12,6,8,4,11,8,4,0,1,0,0,1.5,4.2,6.5,1.55,3.75,6.5,D
Swansea,Blackburn,3,0,2,0,16,7,8,2,8,12,7,3,0,2,0,0,1.91,3.5,4,2.05,3.4,3.5,H
WestBrom,QPR,1,0,1,0,15,16,10,6,13,11,6,8,3,1,0,0,2.1,3.4,3.5,2.25,3.2,3.3,H
ManUnited,AstonVilla,4,0,2,0,24,10,16,4,9,7,11,4,3,3,0,0,1.22,6.5,13,1.25,5.5,12,H
